"";"subj.id";"age_s_c";"gender";"educ_s_c";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"prior.climate.act";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"condition";"topic";"version";"diff";"eff";"frustr";"order";"percc";"resp";"rt";"ideology";"num_c";"crt_c";"Duration__in_seconds";"prior.conc";"ideology.conc";"condition.binary";"eff.index"
"645";400;0,341585282761753;0;0,380952380952378;42;43;32;46;42;-41;42;-31;-43;-40;43;-40;-50;"hard";"hom";"ns";-50;-50;-50;1;50;1;17,188;6,33333333333333;0,349828820417056;0,396358543417367;1996;"disc";"neutr";"1";-50
"646";403;-0,320576879400409;1;0,0476190476190447;-24;11;1;0;-9;-19;20;2;2;2;2;2;2;"easy";"clim";"ns";21;12;2;2;-1;0;23,577;2;-0,0946156240273884;-0,2703081232493;1545;"conc";"disc";"0";16,5
"647";403;-0,320576879400409;1;0,0476190476190447;-24;11;1;0;-9;-19;20;2;2;2;2;2;2;"easy";"gmo";"ns";22;21;2;1;2;1;15,858;2;-0,0946156240273884;-0,2703081232493;1545;"conc";"disc";"0";21,5
"648";403;-0,320576879400409;1;0,0476190476190447;-24;11;1;0;-9;-19;20;2;2;2;2;2;2;"easy";"hom";"s";26;2;1;3;-21;1;28,048;2;-0,0946156240273884;-0,2703081232493;1545;"disc";"neutr";"0";14
"649";406;0,355098796275266;0;0,0476190476190447;21;18;19;10;24;18;14;16;19;16;12;15;12;"hard";"clim";"s";19;21;23;1;21;1;15,924;3,66666666666667;-0,316837846249611;-0,2703081232493;421;"conc";"conc";"1";20
"650";406;0,355098796275266;0;0,0476190476190447;21;18;19;10;24;18;14;16;19;16;12;15;12;"hard";"gmo";"s";23;24;25;3;24;1;15,719;3,66666666666667;-0,316837846249611;-0,2703081232493;421;"conc";"conc";"1";23,5
"651";406;0,355098796275266;0;0,0476190476190447;21;18;19;10;24;18;14;16;19;16;12;15;12;"hard";"hom";"ns";16;19;21;2;21;1;16,145;3,66666666666667;-0,316837846249611;-0,2703081232493;421;"disc";"neutr";"1";17,5
"652";409;0,301044742221212;1;0,380952380952378;20;22;11;-10;50;11;-9;-20;-9;11;-10;-10;-10;"easy";"clim";"s";-30;-20;-30;2;31;0;19,338;2,33333333333333;0,127606598194834;0,396358543417367;2022;"conc";"conc";"0";-25
"653";409;0,301044742221212;1;0,380952380952378;20;22;11;-10;50;11;-9;-20;-9;11;-10;-10;-10;"easy";"gmo";"s";-9;-10;-20;1;31;1;21,606;2,33333333333333;0,127606598194834;0,396358543417367;2022;"conc";"conc";"0";-9,5
"654";409;0,301044742221212;1;0,380952380952378;20;22;11;-10;50;11;-9;-20;-9;11;-10;-10;-10;"easy";"hom";"s";-30;-30;-30;3;42;0;16,964;2,33333333333333;0,127606598194834;0,396358543417367;2022;"conc";"neutr";"0";-30
"655";412;-0,171928230751761;0;0,0476190476190447;-31;34;-8;-22;-31;-49;50;42;-33;29;34;32;37;"hard";"clim";"ns";12;13;-12;1;-11;1;18,952;4,66666666666667;0,0164954870837227;0,0630252100840336;1347;"conc";"conc";"1";12,5
"656";412;-0,171928230751761;0;0,0476190476190447;-31;34;-8;-22;-31;-49;50;42;-33;29;34;32;37;"hard";"gmo";"ns";-13;-8;-10;2;28;0;16,962;4,66666666666667;0,0164954870837227;0,0630252100840336;1347;"conc";"conc";"1";-10,5
"657";412;-0,171928230751761;0;0,0476190476190447;-31;34;-8;-22;-31;-49;50;42;-33;29;34;32;37;"hard";"hom";"s";-28;-34;-30;3;31;0;21,73;4,66666666666667;0,0164954870837227;0,0630252100840336;1347;"disc";"neutr";"1";-31
"658";413;0,260504201680672;1;-0,285714285714289;31;20;42;-50;50;-41;41;21;-40;21;1;1;11;"easy";"clim";"s";11;11;11;3;42;1;16,856;3,33333333333333;-0,2057267351385;-0,2703081232493;1593;"conc";"conc";"0";11
"659";413;0,260504201680672;1;-0,285714285714289;31;20;42;-50;50;-41;41;21;-40;21;1;1;11;"easy";"gmo";"s";42;36;21;1;11;0;24,271;3,33333333333333;-0,2057267351385;-0,2703081232493;1593;"conc";"conc";"0";39
"660";413;0,260504201680672;1;-0,285714285714289;31;20;42;-50;50;-41;41;21;-40;21;1;1;11;"easy";"hom";"ns";11;11;11;2;41;1;22,14;3,33333333333333;-0,2057267351385;-0,2703081232493;1593;"disc";"neutr";"0";11
"661";414;-0,293549852373382;1;-0,619047619047622;27;50;8;-10;26;-48;50;23;-15;23;41;37;44;"hard";"clim";"ns";2;50;-50;3;21;0;20,201;4,66666666666667;-0,316837846249611;-0,2703081232493;671;"disc";"conc";"1";26
"662";414;-0,293549852373382;1;-0,619047619047622;27;50;8;-10;26;-48;50;23;-15;23;41;37;44;"hard";"gmo";"ns";30;50;-47;1;20;1;22,201;4,66666666666667;-0,316837846249611;-0,2703081232493;671;"disc";"conc";"1";40
"663";414;-0,293549852373382;1;-0,619047619047622;27;50;8;-10;26;-48;50;23;-15;23;41;37;44;"hard";"hom";"s";41;44;-43;2;18;1;35,201;4,66666666666667;-0,316837846249611;-0,2703081232493;671;"conc";"neutr";"1";42,5
"664";415;-0,050306609130139;0;-0,285714285714289;-50;50;44;-50;-48;-50;50;45;-50;-26;-28;-29;-50;"easy";"clim";"s";31;32;25;1;-14;1;54,628;6,33333333333333;-0,316837846249611;-0,2703081232493;1837;"disc";"disc";"0";31,5
"665";415;-0,050306609130139;0;-0,285714285714289;-50;50;44;-50;-48;-50;50;45;-50;-26;-28;-29;-50;"easy";"gmo";"s";10;18;-9;3;-11;1;17,241;6,33333333333333;-0,316837846249611;-0,2703081232493;1837;"disc";"disc";"0";14
"666";415;-0,050306609130139;0;-0,285714285714289;-50;50;44;-50;-48;-50;50;45;-50;-26;-28;-29;-50;"easy";"hom";"ns";16;16;-11;2;28;1;42,538;6,33333333333333;-0,316837846249611;-0,2703081232493;1837;"conc";"neutr";"0";16
"667";416;0,179423120599591;0;-0,285714285714289;29;30;40;8;29;-9;21;20;-12;19;19;9;30;"hard";"clim";"s";21;22;29;1;11;1;26,975;3;-0,2057267351385;-0,2703081232493;3139;"conc";"conc";"1";21,5
"668";416;0,179423120599591;0;-0,285714285714289;29;30;40;8;29;-9;21;20;-12;19;19;9;30;"hard";"gmo";"ns";29;40;21;3;-9;1;83,64;3;-0,2057267351385;-0,2703081232493;3139;"disc";"disc";"1";34,5
"669";416;0,179423120599591;0;-0,285714285714289;29;30;40;8;29;-9;21;20;-12;19;19;9;30;"hard";"hom";"ns";30;28;21;2;10;1;20,926;3;-0,2057267351385;-0,2703081232493;3139;"disc";"neutr";"1";29
"670";417;0,0037474449239151;0;-0,285714285714289;-9;50;-11;50;-19;-30;-26;-13;3;14;20;16;15;"easy";"clim";"ns";7;17;26;3;30;0;53,334;7;-0,302948957360722;-0,2703081232493;1637;"conc";"conc";"0";12
"671";417;0,0037474449239151;0;-0,285714285714289;-9;50;-11;50;-19;-30;-26;-13;3;14;20;16;15;"easy";"gmo";"s";21;26;-13;1;19;0;52,578;7;-0,302948957360722;-0,2703081232493;1637;"disc";"disc";"0";23,5
"672";417;0,0037474449239151;0;-0,285714285714289;-9;50;-11;50;-19;-30;-26;-13;3;14;20;16;15;"easy";"hom";"s";26;22;43;2;25;0;45,381;7;-0,302948957360722;-0,2703081232493;1637;"disc";"neutr";"0";24
"673";418;0,165909607086077;0;0,0476190476190447;1;1;1;1;32;33;31;38;-28;28;43;33;-23;"hard";"clim";"s";25;23;26;2;13;0;19,601;3,33333333333333;0,0164954870837227;0,0630252100840336;1623;"conc";"conc";"1";24
"674";418;0,165909607086077;0;0,0476190476190447;1;1;1;1;32;33;31;38;-28;28;43;33;-23;"hard";"gmo";"ns";-12;-14;-13;3;-10;0;102,367;3,33333333333333;0,0164954870837227;0,0630252100840336;1623;"disc";"disc";"1";-13
"675";418;0,165909607086077;0;0,0476190476190447;1;1;1;1;32;33;31;38;-28;28;43;33;-23;"hard";"hom";"ns";50;50;50;1;1;1;17,145;3,33333333333333;0,0164954870837227;0,0630252100840336;1623;"disc";"neutr";"1";50
"676";420;0,328071769248239;1;0,380952380952378;44;42;41;10;43;9;18;30;33;-31;40;27;33;"easy";"clim";"ns";18;16;20;2;41;0;25,202;1,66666666666667;-0,0946156240273884;-0,2703081232493;1090;"disc";"disc";"0";17
"677";420;0,328071769248239;1;0,380952380952378;44;42;41;10;43;9;18;30;33;-31;40;27;33;"easy";"gmo";"s";23;16;25;3;36;1;18,601;1,66666666666667;-0,0946156240273884;-0,2703081232493;1090;"conc";"conc";"0";19,5
"678";420;0,328071769248239;1;0,380952380952378;44;42;41;10;43;9;18;30;33;-31;40;27;33;"easy";"hom";"s";40;33;24;1;20;0;23,548;1,66666666666667;-0,0946156240273884;-0,2703081232493;1090;"conc";"neutr";"0";36,5
"679";421;-0,388144446967977;0;-0,285714285714289;32;34;32;-21;50;-34;42;48;-33;42;50;48;-40;"hard";"clim";"s";-9;22;31;1;-33;1;16,434;7;-0,2057267351385;-0,2703081232493;739;"conc";"disc";"1";6,5
"680";421;-0,388144446967977;0;-0,285714285714289;32;34;32;-21;50;-34;42;48;-33;42;50;48;-40;"hard";"gmo";"ns";16;16;-34;3;18;0;16,515;7;-0,2057267351385;-0,2703081232493;739;"disc";"conc";"1";16
"681";421;-0,388144446967977;0;-0,285714285714289;32;34;32;-21;50;-34;42;48;-33;42;50;48;-40;"hard";"hom";"ns";11;14;22;2;-19;0;18,098;7;-0,2057267351385;-0,2703081232493;739;"disc";"neutr";"1";12,5
"682";422;-0,307063365886896;0;0,0476190476190447;50;50;30;-11;31;28;42;3;3;32;50;25;50;"hard";"clim";"ns";50;50;50;2;-46;1;25,3;4;-0,316837846249611;-0,2703081232493;1023;"disc";"neutr";"1";50
"683";422;-0,307063365886896;0;0,0476190476190447;50;50;30;-11;31;28;42;3;3;32;50;25;50;"hard";"gmo";"ns";50;50;50;3;-39;1;21,891;4;-0,316837846249611;-0,2703081232493;1023;"disc";"neutr";"1";50
"684";422;-0,307063365886896;0;0,0476190476190447;50;50;30;-11;31;28;42;3;3;32;50;25;50;"hard";"hom";"s";50;50;50;1;-45;1;33,1;4;-0,316837846249611;-0,2703081232493;1023;"conc";"neutr";"1";50
"685";423;0,165909607086077;0;0,380952380952378;35;36;43;-47;31;42;22;24;-35;12;33;-34;-50;"easy";"clim";"s";21;27;-28;2;2;1;61,071;2,66666666666667;0,238717709305945;0,0630252100840336;2681;"conc";"conc";"0";24
"686";423;0,165909607086077;0;0,380952380952378;35;36;43;-47;31;42;22;24;-35;12;33;-34;-50;"easy";"gmo";"s";21;22;10;1;29;1;51,301;2,66666666666667;0,238717709305945;0,0630252100840336;2681;"conc";"conc";"0";21,5
"687";423;0,165909607086077;0;0,380952380952378;35;36;43;-47;31;42;22;24;-35;12;33;-34;-50;"easy";"hom";"ns";11;12;-45;3;43;1;40,973;2,66666666666667;0,238717709305945;0,0630252100840336;2681;"disc";"neutr";"0";11,5
"688";425;-0,0367930956166255;1;-0,285714285714289;20;43;23;12;28;-29;-27;-44;-32;20;20;33;26;"hard";"clim";"ns";19;29;20;2;27;1;16,175;6;-0,0946156240273884;-0,2703081232493;1478;"disc";"conc";"1";24
"689";425;-0,0367930956166255;1;-0,285714285714289;20;43;23;12;28;-29;-27;-44;-32;20;20;33;26;"hard";"gmo";"s";33;34;22;1;26;0;34,501;6;-0,0946156240273884;-0,2703081232493;1478;"conc";"disc";"1";33,5
"690";425;-0,0367930956166255;1;-0,285714285714289;20;43;23;12;28;-29;-27;-44;-32;20;20;33;26;"hard";"hom";"s";26;16;22;3;21;1;31,754;6;-0,0946156240273884;-0,2703081232493;1478;"conc";"neutr";"1";21
"691";426;-0,388144446967977;1;-0,619047619047622;-50;50;-50;-50;-50;21;10;0;50;50;-1;11;50;"hard";"clim";"s";10;50;42;1;-21;1;30,832;3,66666666666667;0,349828820417056;0,396358543417367;1140;"disc";"conc";"1";30
"692";426;-0,388144446967977;1;-0,619047619047622;-50;50;-50;-50;-50;21;10;0;50;50;-1;11;50;"hard";"gmo";"s";10;29;50;3;6;0;50,631;3,66666666666667;0,349828820417056;0,396358543417367;1140;"disc";"conc";"1";19,5
"693";426;-0,388144446967977;1;-0,619047619047622;-50;50;-50;-50;-50;21;10;0;50;50;-1;11;50;"hard";"hom";"s";0;11;50;2;-1;1;18,502;3,66666666666667;0,349828820417056;0,396358543417367;1140;"disc";"neutr";"1";5,5
"694";427;-0,40165796048149;1;-0,619047619047622;27;-18;-20;-44;50;1;-50;32;50;28;-25;35;23;"easy";"clim";"s";13;7;-31;2;39;0;15,831;3,33333333333333;0,127606598194834;0,0630252100840336;1665;"conc";"conc";"0";10
"695";427;-0,40165796048149;1;-0,619047619047622;27;-18;-20;-44;50;1;-50;32;50;28;-25;35;23;"easy";"gmo";"ns";-50;-50;-50;1;28;1;15,689;3,33333333333333;0,127606598194834;0,0630252100840336;1665;"disc";"disc";"0";-50
"696";427;-0,40165796048149;1;-0,619047619047622;27;-18;-20;-44;50;1;-50;32;50;28;-25;35;23;"easy";"hom";"ns";50;-50;50;3;-50;1;15,684;3,33333333333333;0,127606598194834;0,0630252100840336;1665;"disc";"neutr";"0";0
"697";428;-0,320576879400409;1;0,0476190476190447;17;50;50;-40;50;-13;22;27;-50;22;50;50;-49;"hard";"clim";"s";25;50;-30;1;25;1;15,8;7;-0,2057267351385;-0,2703081232493;999;"conc";"disc";"1";37,5
"698";428;-0,320576879400409;1;0,0476190476190447;17;50;50;-40;50;-13;22;27;-50;22;50;50;-49;"hard";"gmo";"s";-14;30;3;2;41;1;16,893;7;-0,2057267351385;-0,2703081232493;999;"conc";"disc";"1";8
"699";428;-0,320576879400409;1;0,0476190476190447;17;50;50;-40;50;-13;22;27;-50;22;50;50;-49;"hard";"hom";"s";-20;33;20;3;37;1;16,1;7;-0,2057267351385;-0,2703081232493;999;"conc";"neutr";"1";6,5
"700";432;-0,40165796048149;1;0,0476190476190447;-43;31;11;-30;10;24;7;-41;-19;17;-13;-41;17;"easy";"clim";"s";-15;-11;-50;3;34;1;16,313;5,33333333333333;0,238717709305945;0,0630252100840336;1111;"disc";"disc";"0";-13
"701";432;-0,40165796048149;1;0,0476190476190447;-43;31;11;-30;10;24;7;-41;-19;17;-13;-41;17;"easy";"gmo";"ns";-16;17;-50;1;27;1;26,518;5,33333333333333;0,238717709305945;0,0630252100840336;1111;"conc";"conc";"0";0,5
"702";432;-0,40165796048149;1;0,0476190476190447;-43;31;11;-30;10;24;7;-41;-19;17;-13;-41;17;"easy";"hom";"ns";-16;12;-41;2;22;1;15,808;5,33333333333333;0,238717709305945;0,0630252100840336;1111;"conc";"neutr";"0";-2
"703";436;-0,239495798319328;1;-0,619047619047622;-27;50;24;-34;14;-50;50;50;-50;-50;50;6;-50;"hard";"clim";"ns";-30;14;-28;3;26;0;179,958;6,66666666666667;0,127606598194834;0,0630252100840336;3214;"conc";"conc";"1";-8
"704";436;-0,239495798319328;1;-0,619047619047622;-27;50;24;-34;14;-50;50;50;-50;-50;50;6;-50;"hard";"gmo";"s";-22;23;-29;1;21;0;31,932;6,66666666666667;0,127606598194834;0,0630252100840336;3214;"disc";"disc";"1";0,5
"705";436;-0,239495798319328;1;-0,619047619047622;-27;50;24;-34;14;-50;50;50;-50;-50;50;6;-50;"hard";"hom";"s";12;24;-22;2;18;0;360,529;6,66666666666667;0,127606598194834;0,0630252100840336;3214;"disc";"neutr";"1";18
"706";443;0,274017715194185;1;0,0476190476190447;42;42;25;-41;50;-50;46;31;-41;11;-20;1;11;"hard";"clim";"ns";20;21;11;1;32;1;47,988;4,66666666666667;0,238717709305945;0,396358543417367;2990;"disc";"conc";"1";20,5
"707";443;0,274017715194185;1;0,0476190476190447;42;42;25;-41;50;-50;46;31;-41;11;-20;1;11;"hard";"gmo";"ns";42;41;31;2;21;1;36,751;4,66666666666667;0,238717709305945;0,396358543417367;2990;"disc";"conc";"1";41,5
"708";443;0,274017715194185;1;0,0476190476190447;42;42;25;-41;50;-50;46;31;-41;11;-20;1;11;"hard";"hom";"ns";31;21;12;3;31;1;34,457;4,66666666666667;0,238717709305945;0,396358543417367;2990;"disc";"neutr";"1";26
"709";447;-0,40165796048149;0;0,0476190476190447;-12;-18;25;17;17;21;-12;11;13;15;-12;21;-13;"easy";"clim";"s";-12;21;-8;1;30;1;17,197;3;0,460939931528167;0,7296918767507;839;"disc";"conc";"0";4,5
"710";447;-0,40165796048149;0;0,0476190476190447;-12;-18;25;17;17;21;-12;11;13;15;-12;21;-13;"easy";"gmo";"ns";19;20;18;2;29;0;28,895;3;0,460939931528167;0,7296918767507;839;"conc";"disc";"0";19,5
"711";447;-0,40165796048149;0;0,0476190476190447;-12;-18;25;17;17;21;-12;11;13;15;-12;21;-13;"easy";"hom";"ns";-10;26;-9;3;13;1;29,25;3;0,460939931528167;0,7296918767507;839;"conc";"neutr";"0";8
"712";455;0,36861230978878;0;0,0476190476190447;14;14;21;-21;32;16;13;-22;0;32;11;11;-20;"easy";"clim";"ns";32;32;36;3;-11;0;26,755;6;0,0164954870837227;0,0630252100840336;2348;"disc";"conc";"0";32
"713";455;0,36861230978878;0;0,0476190476190447;14;14;21;-21;32;16;13;-22;0;32;11;11;-20;"easy";"gmo";"s";33;35;8;1;-11;1;54,649;6;0,0164954870837227;0,0630252100840336;2348;"conc";"disc";"0";34
"714";455;0,36861230978878;0;0,0476190476190447;14;14;21;-21;32;16;13;-22;0;32;11;11;-20;"easy";"hom";"s";34;36;35;2;-7;0;60,6;6;0,0164954870837227;0,0630252100840336;2348;"conc";"neutr";"0";35
"715";456;0,328071769248239;1;0,0476190476190447;-10;10;20;29;20;-22;31;10;10;1;-21;9;31;"easy";"clim";"s";20;19;19;1;19;1;25,315;4;-0,0946156240273884;-0,2703081232493;2146;"disc";"neutr";"0";19,5
"716";456;0,328071769248239;1;0,0476190476190447;-10;10;20;29;20;-22;31;10;10;1;-21;9;31;"easy";"gmo";"ns";20;21;20;2;19;1;23,45;4;-0,0946156240273884;-0,2703081232493;2146;"conc";"neutr";"0";20,5
"717";456;0,328071769248239;1;0,0476190476190447;-10;10;20;29;20;-22;31;10;10;1;-21;9;31;"easy";"hom";"ns";19;20;20;3;20;0;72,545;4;-0,0946156240273884;-0,2703081232493;2146;"conc";"neutr";"0";19,5
"718";458;-0,388144446967977;1;0,0476190476190447;48;49;50;40;21;-22;35;8;29;37;26;-17;26;"hard";"clim";"ns";12;20;50;2;27;1;15,697;4;0,460939931528167;0,7296918767507;808;"disc";"neutr";"1";16
"719";458;-0,388144446967977;1;0,0476190476190447;48;49;50;40;21;-22;35;8;29;37;26;-17;26;"hard";"gmo";"s";6;15;36;1;47;0;16,101;4;0,460939931528167;0,7296918767507;808;"conc";"neutr";"1";10,5
"720";458;-0,388144446967977;1;0,0476190476190447;48;49;50;40;21;-22;35;8;29;37;26;-17;26;"hard";"hom";"s";26;30;35;3;28;1;17,6;4;0,460939931528167;0,7296918767507;808;"conc";"neutr";"1";28
"721";460;0,13888258005905;1;0,380952380952378;-31;50;33;-50;31;-29;50;33;-40;34;50;20;22;"hard";"clim";"ns";13;22;12;1;43;0;16,202;3,66666666666667;0,349828820417056;0,396358543417367;2485;"conc";"disc";"1";17,5
"722";460;0,13888258005905;1;0,380952380952378;-31;50;33;-50;31;-29;50;33;-40;34;50;20;22;"hard";"gmo";"s";11;12;10;2;42;1;17,001;3,66666666666667;0,349828820417056;0,396358543417367;2485;"disc";"conc";"1";11,5
"723";460;0,13888258005905;1;0,380952380952378;-31;50;33;-50;31;-29;50;33;-40;34;50;20;22;"hard";"hom";"s";16;13;15;3;43;0;17,925;3,66666666666667;0,349828820417056;0,396358543417367;2485;"disc";"neutr";"1";14,5
"724";461;0,301044742221212;1;-0,285714285714289;11;13;31;31;22;-29;20;16;-13;1;1;1;-47;"hard";"clim";"s";16;17;50;3;42;0;17,367;4;0,460939931528167;0,7296918767507;1976;"conc";"neutr";"1";16,5
"725";461;0,301044742221212;1;-0,285714285714289;11;13;31;31;22;-29;20;16;-13;1;1;1;-47;"hard";"gmo";"ns";6;33;50;1;45;0;28,123;4;0,460939931528167;0,7296918767507;1976;"disc";"neutr";"1";19,5
"726";461;0,301044742221212;1;-0,285714285714289;11;13;31;31;22;-29;20;16;-13;1;1;1;-47;"hard";"hom";"ns";11;23;50;2;47;0;16,617;4;0,460939931528167;0,7296918767507;1976;"disc";"neutr";"1";17
"727";465;0,40915285032932;1;0,0476190476190447;1;50;42;26;-50;-50;42;26;26;-40;43;-28;32;"easy";"clim";"s";20;12;33;3;-18;1;19,338;6,33333333333333;0,0164954870837227;-0,2703081232493;1303;"conc";"disc";"0";16
"728";465;0,40915285032932;1;0,0476190476190447;1;50;42;26;-50;-50;42;26;26;-40;43;-28;32;"easy";"gmo";"s";11;11;11;1;10;0;32,297;6,33333333333333;0,0164954870837227;-0,2703081232493;1303;"conc";"disc";"0";11
"729";465;0,40915285032932;1;0,0476190476190447;1;50;42;26;-50;-50;42;26;26;-40;43;-28;32;"easy";"hom";"s";21;11;33;2;-20;0;21,966;6,33333333333333;0,0164954870837227;-0,2703081232493;1303;"conc";"neutr";"0";16
"730";466;-0,293549852373382;0;-0,285714285714289;36;26;37;24;50;31;26;19;28;3;4;3;50;"easy";"clim";"ns";50;50;50;2;-50;0;16,334;4,66666666666667;-0,0946156240273884;-0,2703081232493;707;"disc";"conc";"0";50
"731";466;-0,293549852373382;0;-0,285714285714289;36;26;37;24;50;31;26;19;28;3;4;3;50;"easy";"gmo";"s";44;50;50;1;-50;1;15,758;4,66666666666667;-0,0946156240273884;-0,2703081232493;707;"conc";"disc";"0";47
"732";466;-0,293549852373382;0;-0,285714285714289;36;26;37;24;50;31;26;19;28;3;4;3;50;"easy";"hom";"s";50;50;50;3;-50;1;15,999;4,66666666666667;-0,0946156240273884;-0,2703081232493;707;"conc";"neutr";"0";50
"733";467;-0,144901203724734;1;-0,285714285714289;50;50;36;-50;50;-50;50;32;-50;-49;50;-50;-20;"hard";"clim";"ns";12;-10;-17;2;-9;0;16,7;4,66666666666667;-0,427948957360722;-0,2703081232493;1162;"disc";"conc";"1";1
"734";467;-0,144901203724734;1;-0,285714285714289;50;50;36;-50;50;-50;50;32;-50;-49;50;-50;-20;"hard";"gmo";"ns";50;15;-4;3;-15;1;19,294;4,66666666666667;-0,427948957360722;-0,2703081232493;1162;"disc";"conc";"1";32,5
"735";467;-0,144901203724734;1;-0,285714285714289;50;50;36;-50;50;-50;50;32;-50;-49;50;-50;-20;"hard";"hom";"ns";50;50;50;1;-10;0;16,601;4,66666666666667;-0,427948957360722;-0,2703081232493;1162;"disc";"neutr";"1";50
"736";469;-0,0908471496706795;1;0,380952380952378;30;34;35;30;33;36;34;35;33;28;25;23;25;"easy";"clim";"ns";33;36;28;1;36;0;180,528;3,66666666666667;0,238717709305945;0,0630252100840336;3100;"disc";"disc";"0";34,5
"737";469;-0,0908471496706795;1;0,380952380952378;30;34;35;30;33;36;34;35;33;28;25;23;25;"easy";"gmo";"ns";34;34;30;3;31;1;72,651;3,66666666666667;0,238717709305945;0,0630252100840336;3100;"disc";"disc";"0";34
"738";469;-0,0908471496706795;1;0,380952380952378;30;34;35;30;33;36;34;35;33;28;25;23;25;"easy";"hom";"s";38;32;37;2;36;1;396,009;3,66666666666667;0,238717709305945;0,0630252100840336;3100;"conc";"neutr";"0";35
"739";470;-0,0367930956166255;1;0,0476190476190447;21;32;10;17;25;12;22;10;16;10;22;14;19;"hard";"clim";"s";12;10;1;2;43;1;18,805;3,33333333333333;0,238717709305945;0,396358543417367;1434;"conc";"conc";"1";11
"740";470;-0,0367930956166255;1;0,0476190476190447;21;32;10;17;25;12;22;10;16;10;22;14;19;"hard";"gmo";"s";23;12;1;1;31;1;16,362;3,33333333333333;0,238717709305945;0,396358543417367;1434;"conc";"conc";"1";17,5
"741";470;-0,0367930956166255;1;0,0476190476190447;21;32;10;17;25;12;22;10;16;10;22;14;19;"hard";"hom";"ns";14;13;1;3;33;1;16,063;3,33333333333333;0,238717709305945;0,396358543417367;1434;"disc";"neutr";"1";13,5
"742";471;0,192936634113104;1;-0,285714285714289;50;50;50;2;50;-50;50;50;-50;50;50;32;-50;"hard";"clim";"ns";2;2;3;2;50;0;155,973;6,33333333333333;-0,316837846249611;-0,2703081232493;2722;"disc";"conc";"1";2
"743";471;0,192936634113104;1;-0,285714285714289;50;50;50;2;50;-50;50;50;-50;50;50;32;-50;"hard";"gmo";"s";2;12;2;1;50;0;118,001;6,33333333333333;-0,316837846249611;-0,2703081232493;2722;"conc";"disc";"1";7
"744";471;0,192936634113104;1;-0,285714285714289;50;50;50;2;50;-50;50;50;-50;50;50;32;-50;"hard";"hom";"ns";3;3;5;3;50;1;100,855;6,33333333333333;-0,316837846249611;-0,2703081232493;2722;"disc";"neutr";"1";3
"745";473;0,274017715194185;1;-0,285714285714289;31;31;38;-39;49;18;19;-6;-29;-42;12;-29;-45;"easy";"clim";"s";11;17;3;3;-8;1;31,823;2,33333333333333;-0,2057267351385;-0,2703081232493;2000;"conc";"conc";"0";14
"746";473;0,274017715194185;1;-0,285714285714289;31;31;38;-39;49;18;19;-6;-29;-42;12;-29;-45;"easy";"gmo";"ns";22;11;3;1;-9;0;45,145;2,33333333333333;-0,2057267351385;-0,2703081232493;2000;"disc";"disc";"0";16,5
"747";473;0,274017715194185;1;-0,285714285714289;31;31;38;-39;49;18;19;-6;-29;-42;12;-29;-45;"easy";"hom";"s";21;13;3;2;-15;0;32,201;2,33333333333333;-0,2057267351385;-0,2703081232493;2000;"conc";"neutr";"0";17
"748";475;-0,388144446967977;1;0,0476190476190447;14;35;-11;-11;18;-22;29;-35;11;13;-13;-43;27;"easy";"clim";"s";30;-10;18;1;-32;1;19,109;4;0,0164954870837227;0,0630252100840336;886;"conc";"neutr";"0";10
"749";475;-0,388144446967977;1;0,0476190476190447;14;35;-11;-11;18;-22;29;-35;11;13;-13;-43;27;"easy";"gmo";"ns";35;-12;22;2;-25;1;15,764;4;0,0164954870837227;0,0630252100840336;886;"disc";"neutr";"0";11,5
"750";475;-0,388144446967977;1;0,0476190476190447;14;35;-11;-11;18;-22;29;-35;11;13;-13;-43;27;"easy";"hom";"ns";36;-16;-28;3;-20;1;16,042;4;0,0164954870837227;0,0630252100840336;886;"disc";"neutr";"0";10
"751";476;0,179423120599591;0;0,0476190476190447;-11;40;11;-41;-19;-20;42;1;-42;32;43;21;-42;"hard";"clim";"ns";-29;-41;-48;3;1;1;243,88;3;-0,0946156240273884;-0,2703081232493;1872;"conc";"disc";"1";-35
"752";476;0,179423120599591;0;0,0476190476190447;-11;40;11;-41;-19;-20;42;1;-42;32;43;21;-42;"hard";"gmo";"ns";-50;-40;-50;1;49;0;21,518;3;-0,0946156240273884;-0,2703081232493;1872;"conc";"disc";"1";-45
"753";476;0,179423120599591;0;0,0476190476190447;-11;40;11;-41;-19;-20;42;1;-42;32;43;21;-42;"hard";"hom";"ns";-49;-50;-50;2;21;1;19,199;3;-0,0946156240273884;-0,2703081232493;1872;"conc";"neutr";"1";-49,5
"754";477;0,0848285260049962;1;0,380952380952378;20;22;18;-9;17;-19;-30;11;1;1;1;-20;9;"hard";"clim";"ns";1;21;-30;1;32;1;134,793;6,33333333333333;0,238717709305945;0,0630252100840336;2513;"disc";"conc";"1";11
"755";477;0,0848285260049962;1;0,380952380952378;20;22;18;-9;17;-19;-30;11;1;1;1;-20;9;"hard";"gmo";"s";-7;14;-18;2;35;1;32,467;6,33333333333333;0,238717709305945;0,0630252100840336;2513;"conc";"disc";"1";3,5
