"";"subj.id";"age_s_c";"gender";"educ_s_c";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"prior.climate.act";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"condition";"topic";"version";"diff";"eff";"frustr";"order";"percc";"resp";"rt";"ideology";"num_c";"crt_c";"Duration__in_seconds_";"prior.conc";"ideology.conc";"condition.binary";"eff.index"
"1125";551;-0,422224038356761;0;0,0418233082706767;34;36;29;-18;45;32;21;18;13;-44;41;23;-28;"hard";"hom";"ns";9;10;-24;2;31;0;45,274;NA;0,0462887290690486;-0,226544622425629;826;"disc";"neutr";"1";9,5
"1126";554;-0,422224038356761;0;-0,208176691729323;9;10;-10;24;23;-7;11;19;12;-7;12;-15;16;"hard";"clim";"s";-9;-9;-13;1;12;0;114,327;3,33333333333333;-0,175933493153174;-0,226544622425629;1545;"conc";"conc";"1";-9
"1127";554;-0,422224038356761;0;-0,208176691729323;9;10;-10;24;23;-7;11;19;12;-7;12;-15;16;"hard";"gmo";"ns";-21;-25;-18;2;17;1;71,243;3,33333333333333;-0,175933493153174;-0,226544622425629;1545;"disc";"disc";"1";-23
"1128";554;-0,422224038356761;0;-0,208176691729323;9;10;-10;24;23;-7;11;19;12;-7;12;-15;16;"hard";"hom";"ns";14;-8;-9;3;9;0;71,63;3,33333333333333;-0,175933493153174;-0,226544622425629;1545;"disc";"neutr";"1";3
"1129";557;-0,364253023864007;0;-0,458176691729323;22;-16;-15;23;-17;-18;28;-30;-20;-18;32;-16;26;"hard";"clim";"ns";-23;-26;32;2;-26;0;9,573;4,66666666666667;-0,273155715375396;-0,226544622425629;361;"disc";"conc";"1";-24,5
"1130";557;-0,364253023864007;0;-0,458176691729323;22;-16;-15;23;-17;-18;28;-30;-20;-18;32;-16;26;"hard";"gmo";"ns";-21;-21;25;1;25;0;10,976;4,66666666666667;-0,273155715375396;-0,226544622425629;361;"disc";"conc";"1";-21
"1131";557;-0,364253023864007;0;-0,458176691729323;22;-16;-15;23;-17;-18;28;-30;-20;-18;32;-16;26;"hard";"hom";"s";-26;-20;33;3;-19;1;1,968;4,66666666666667;-0,273155715375396;-0,226544622425629;361;"conc";"neutr";"1";-23
"1132";558;-0,422224038356761;0;-0,458176691729323;22;49;1;21;41;1;50;1;20;1;1;1;50;"easy";"clim";"s";-41;10;1;1;50;1;29,002;2,66666666666667;-0,0648223820420625;-0,226544622425629;734;"conc";"conc";"0";-15,5
"1133";558;-0,422224038356761;0;-0,458176691729323;22;49;1;21;41;1;50;1;20;1;1;1;50;"easy";"gmo";"s";1;19;1;3;50;0;52,361;2,66666666666667;-0,0648223820420625;-0,226544622425629;734;"conc";"conc";"0";10
"1134";558;-0,422224038356761;0;-0,458176691729323;22;49;1;21;41;1;50;1;20;1;1;1;50;"easy";"hom";"ns";1;-49;1;2;50;0;79,796;2,66666666666667;-0,0648223820420625;-0,226544622425629;734;"disc";"neutr";"0";-24
"1135";559;-0,0599051977770507;0;-0,208176691729323;4;27;0;0;7;14;15;18;17;4;17;4;18;"easy";"clim";"ns";9;0;44;1;4;1;18,285;NA;NA;NA;195;"disc";NA;"0";4,5
"1136";559;-0,0599051977770507;0;-0,208176691729323;4;27;0;0;7;14;15;18;17;4;17;4;18;"easy";"gmo";"s";0;0;6;2;0;1;9,625;NA;NA;NA;195;"conc";NA;"0";0
"1137";559;-0,0599051977770507;0;-0,208176691729323;4;27;0;0;7;14;15;18;17;4;17;4;18;"easy";"hom";"s";NA;NA;NA;3;NA;1;9,427;NA;NA;NA;195;"conc";"neutr";"0";NA
"1138";561;-0,393238531110384;0;0,0418233082706767;-37;35;13;-24;35;-12;14;31;45;-39;-28;9;50;"hard";"clim";"ns";-37;32;-50;3;31;1;41,06;2,66666666666667;-0,0648223820420625;-0,226544622425629;848;"conc";"disc";"1";-2,5
"1139";561;-0,393238531110384;0;0,0418233082706767;-37;35;13;-24;35;-12;14;31;45;-39;-28;9;50;"hard";"gmo";"ns";8;29;-48;1;-28;0;35,413;2,66666666666667;-0,0648223820420625;-0,226544622425629;848;"conc";"disc";"1";18,5
"1140";561;-0,393238531110384;0;0,0418233082706767;-37;35;13;-24;35;-12;14;31;45;-39;-28;9;50;"hard";"hom";"ns";-32;31;-46;2;29;0;18,9;2,66666666666667;-0,0648223820420625;-0,226544622425629;848;"conc";"neutr";"1";-0,5
"1141";562;-0,00193418328429712;0;-0,208176691729323;-50;50;27;-50;-33;-30;37;44;-49;50;50;50;-50;"easy";"clim";"s";2;43;-23;2;1;0;90,364;3;-0,0648223820420625;0,440122044241037;1089;"disc";"conc";"0";22,5
"1142";562;-0,00193418328429712;0;-0,208176691729323;-50;50;27;-50;-33;-30;37;44;-49;50;50;50;-50;"easy";"gmo";"s";0;39;-50;1;1;1;119,959;3;-0,0648223820420625;0,440122044241037;1089;"disc";"conc";"0";19,5
"1143";562;-0,00193418328429712;0;-0,208176691729323;-50;50;27;-50;-33;-30;37;44;-49;50;50;50;-50;"easy";"hom";"s";1;44;-30;3;1;0;46,357;3;-0,0648223820420625;0,440122044241037;1089;"disc";"neutr";"0";22,5
"1144";564;0,0270513239620797;1;0,0418233082706767;-50;50;-50;-50;-50;-50;50;49;-50;34;49;-50;-50;"hard";"clim";"ns";-39;-42;-50;2;50;0;72,593;5,33333333333333;0,15739984018016;-0,226544622425629;1169;"conc";"conc";"1";-40,5
"1145";564;0,0270513239620797;1;0,0418233082706767;-50;50;-50;-50;-50;-50;50;49;-50;34;49;-50;-50;"hard";"gmo";"s";-39;-42;-50;1;50;0;38,6;5,33333333333333;0,15739984018016;-0,226544622425629;1169;"disc";"disc";"1";-40,5
"1146";564;0,0270513239620797;1;0,0418233082706767;-50;50;-50;-50;-50;-50;50;49;-50;34;49;-50;-50;"hard";"hom";"ns";-41;-42;-50;3;50;0;50,221;5,33333333333333;0,15739984018016;-0,226544622425629;1169;"conc";"neutr";"1";-41,5
"1147";566;-0,0454124441538623;1;-0,208176691729323;22;47;27;50;46;-23;-25;-50;-50;11;11;34;31;"hard";"clim";"ns";15;26;18;2;10;0;5,801;5,66666666666667;0,0462887290690486;0,106788710907704;844;"disc";"conc";"1";20,5
"1148";566;-0,0454124441538623;1;-0,208176691729323;22;47;27;50;46;-23;-25;-50;-50;11;11;34;31;"hard";"gmo";"s";15;50;33;1;5;0;34,502;5,66666666666667;0,0462887290690486;0,106788710907704;844;"conc";"disc";"1";32,5
"1149";566;-0,0454124441538623;1;-0,208176691729323;22;47;27;50;46;-23;-25;-50;-50;11;11;34;31;"hard";"hom";"ns";31;37;19;3;8;0;8,145;5,66666666666667;0,0462887290690486;0,106788710907704;844;"disc";"neutr";"1";34
"1150";567;-0,422224038356761;0;-0,458176691729323;42;34;32;10;47;-36;43;31;-18;0;50;1;1;"easy";"clim";"s";-50;-42;-50;3;44;0;61,401;2;0,379622062402382;0,440122044241037;1017;"conc";"conc";"0";-46
"1151";567;-0,422224038356761;0;-0,458176691729323;42;34;32;10;47;-36;43;31;-18;0;50;1;1;"easy";"gmo";"ns";-50;-50;-50;2;47;0;34,778;2;0,379622062402382;0,440122044241037;1017;"disc";"disc";"0";-50
"1152";567;-0,422224038356761;0;-0,458176691729323;42;34;32;10;47;-36;43;31;-18;0;50;1;1;"easy";"hom";"s";-50;-46;-50;1;45;1;55,6;2;0,379622062402382;0,440122044241037;1017;"conc";"neutr";"0";-48
"1153";568;0,0125585703388913;0;-0,208176691729323;12;-17;-21;-9;11;-1;-12;-35;-20;9;13;-16;-11;"easy";"clim";"s";26;15;-17;3;14;0;85,847;4;0,0462887290690486;-0,226544622425629;1117;"conc";"neutr";"0";20,5
"1154";568;0,0125585703388913;0;-0,208176691729323;12;-17;-21;-9;11;-1;-12;-35;-20;9;13;-16;-11;"easy";"gmo";"ns";10;15;-14;2;15;1;88,601;4;0,0462887290690486;-0,226544622425629;1117;"disc";"neutr";"0";12,5
"1155";568;0,0125585703388913;0;-0,208176691729323;12;-17;-21;-9;11;-1;-12;-35;-20;9;13;-16;-11;"easy";"hom";"s";16;13;-16;1;12;0;118,513;4;0,0462887290690486;-0,226544622425629;1117;"conc";"neutr";"0";14,5
"1156";569;-0,262803748501688;0;-0,208176691729323;50;50;50;-50;50;-50;50;-50;-50;50;50;-50;-50;"hard";"clim";"ns";20;23;21;3;50;0;63,133;4;0,0462887290690486;0,106788710907704;1429;"disc";"neutr";"1";21,5
"1157";569;-0,262803748501688;0;-0,208176691729323;50;50;50;-50;50;-50;50;-50;-50;50;50;-50;-50;"hard";"gmo";"ns";23;22;23;2;50;1;72,113;4;0,0462887290690486;0,106788710907704;1429;"disc";"neutr";"1";22,5
"1158";569;-0,262803748501688;0;-0,208176691729323;50;50;50;-50;50;-50;50;-50;-50;50;50;-50;-50;"hard";"hom";"s";42;50;11;1;13;0;43,049;4;0,0462887290690486;0,106788710907704;1429;"conc";"neutr";"1";46
"1159";574;-0,0888907050234276;0;-0,208176691729323;-32;39;32;-49;-18;-33;48;-30;-46;23;37;24;-40;"easy";"clim";"s";-10;-13;-12;3;24;0;13,827;5,33333333333333;-0,398155715375396;-0,226544622425629;1240;"disc";"disc";"0";-11,5
"1160";574;-0,0888907050234276;0;-0,208176691729323;-32;39;32;-49;-18;-33;48;-30;-46;23;37;24;-40;"easy";"gmo";"s";-16;-19;-12;2;16;1;25,886;5,33333333333333;-0,398155715375396;-0,226544622425629;1240;"disc";"disc";"0";-17,5
"1161";574;-0,0888907050234276;0;-0,208176691729323;-32;39;32;-49;-18;-33;48;-30;-46;23;37;24;-40;"easy";"hom";"ns";-43;-26;-11;1;17;0;121,077;5,33333333333333;-0,398155715375396;-0,226544622425629;1240;"conc";"neutr";"0";-34,5
"1162";575;-0,33526751661763;1;-0,458176691729323;20;34;26;8;-48;-28;31;22;-17;19;33;12;-13;"hard";"clim";"s";22;50;-44;1;31;0;85,591;6,33333333333333;-0,175933493153174;-0,226544622425629;896;"conc";"disc";"1";36
"1163";575;-0,33526751661763;1;-0,458176691729323;20;34;26;8;-48;-28;31;22;-17;19;33;12;-13;"hard";"gmo";"ns";12;39;-19;3;22;0;65,389;6,33333333333333;-0,175933493153174;-0,226544622425629;896;"disc";"conc";"1";25,5
"1164";575;-0,33526751661763;1;-0,458176691729323;20;34;26;8;-48;-28;31;22;-17;19;33;12;-13;"hard";"hom";"ns";34;50;-22;2;48;0;94,201;6,33333333333333;-0,175933493153174;-0,226544622425629;896;"disc";"neutr";"1";42
"1165";578;-0,422224038356761;1;-0,458176691729323;14;33;-47;-42;15;0;40;-50;-50;-1;-1;3;17;"hard";"clim";"ns";-32;7;3;2;34;1;399,345;3,66666666666667;0,379622062402382;0,440122044241037;2320;"disc";"disc";"1";-12,5
"1166";578;-0,422224038356761;1;-0,458176691729323;14;33;-47;-42;15;0;40;-50;-50;-1;-1;3;17;"hard";"gmo";"ns";-30;12;4;1;41;1;163,356;3,66666666666667;0,379622062402382;0,440122044241037;2320;"disc";"disc";"1";-9
"1167";578;-0,422224038356761;1;-0,458176691729323;14;33;-47;-42;15;0;40;-50;-50;-1;-1;3;17;"hard";"hom";"ns";-50;-50;1;3;50;1;52,178;3,66666666666667;0,379622062402382;0,440122044241037;2320;"disc";"neutr";"1";-50
"1168";580;-0,393238531110384;1;0,0418233082706767;41;27;11;-20;41;21;21;-41;10;11;21;-10;11;"easy";"clim";"ns";-50;-41;-50;1;37;0;378,161;5;0,268510951291271;0,106788710907704;3142;"disc";"conc";"0";-45,5
"1169";580;-0,393238531110384;1;0,0418233082706767;41;27;11;-20;41;21;21;-41;10;11;21;-10;11;"easy";"gmo";"s";-50;-41;-50;2;42;0;82,868;5;0,268510951291271;0,106788710907704;3142;"conc";"disc";"0";-45,5
"1170";580;-0,393238531110384;1;0,0418233082706767;41;27;11;-20;41;21;21;-41;10;11;21;-10;11;"easy";"hom";"s";-50;-50;-50;3;47;0;748,924;5;0,268510951291271;0,106788710907704;3142;"conc";"neutr";"0";-50
"1171";581;-0,16135447313937;1;-0,208176691729323;-25;27;40;-20;-23;-20;34;26;-11;-11;11;-11;-18;"hard";"clim";"s";35;42;46;3;-23;0;112,302;6,33333333333333;-0,175933493153174;-0,226544622425629;2088;"disc";"disc";"1";38,5
"1172";581;-0,16135447313937;1;-0,208176691729323;-25;27;40;-20;-23;-20;34;26;-11;-11;11;-11;-18;"hard";"gmo";"s";14;13;1;1;-1;0;140,902;6,33333333333333;-0,175933493153174;-0,226544622425629;2088;"disc";"disc";"1";13,5
"1173";581;-0,16135447313937;1;-0,208176691729323;-25;27;40;-20;-23;-20;34;26;-11;-11;11;-11;-18;"hard";"hom";"ns";14;18;27;2;-11;0;97,901;6,33333333333333;-0,175933493153174;-0,226544622425629;2088;"conc";"neutr";"1";16
"1174";583;-0,0599051977770507;0;-0,208176691729323;0;8;25;28;17;29;27;21;7;3;3;0;-8;"easy";"clim";"s";21;28;20;1;17;0;6,75;NA;NA;NA;254;"neutr";NA;"0";24,5
"1175";583;-0,0599051977770507;0;-0,208176691729323;0;8;25;28;17;29;27;21;7;3;3;0;-8;"easy";"gmo";"s";-23;27;25;3;21;1;3,939;NA;NA;NA;254;"neutr";NA;"0";2
"1176";583;-0,0599051977770507;0;-0,208176691729323;0;8;25;28;17;29;27;21;7;3;3;0;-8;"easy";"hom";"s";24;29;22;2;17;1;3,464;NA;NA;NA;254;"neutr";"neutr";"0";26,5
"1177";587;-0,204832734008935;0;-0,208176691729323;2;1;1;1;1;3;3;3;3;1;1;2;2;"hard";"clim";"s";3;3;3;2;5;0;15,41;4;-0,0648223820420625;-0,226544622425629;509;"conc";"neutr";"1";3
"1178";587;-0,204832734008935;0;-0,208176691729323;2;1;1;1;1;3;3;3;3;1;1;2;2;"hard";"gmo";"ns";3;3;3;3;3;0;14,385;4;-0,0648223820420625;-0,226544622425629;509;"disc";"neutr";"1";3
"1179";587;-0,204832734008935;0;-0,208176691729323;2;1;1;1;1;3;3;3;3;1;1;2;2;"hard";"hom";"ns";2;3;3;1;3;0;30,921;4;-0,0648223820420625;-0,226544622425629;509;"disc";"neutr";"1";2,5
"1180";588;-0,0599051977770507;0;-0,208176691729323;50;46;25;-29;50;1;48;11;-43;45;46;22;23;"easy";"clim";"ns";-50;-50;-24;1;49;0;74,869;2,33333333333333;-0,287044604264285;0,106788710907704;1945;"disc";"disc";"0";-50
"1181";588;-0,0599051977770507;0;-0,208176691729323;50;46;25;-29;50;1;48;11;-43;45;46;22;23;"easy";"gmo";"ns";-50;-50;-25;3;50;1;213,799;2,33333333333333;-0,287044604264285;0,106788710907704;1945;"disc";"disc";"0";-50
"1182";588;-0,0599051977770507;0;-0,208176691729323;50;46;25;-29;50;1;48;11;-43;45;46;22;23;"easy";"hom";"s";-50;-50;-50;2;50;0;125,624;2,33333333333333;-0,287044604264285;0,106788710907704;1945;"conc";"neutr";"0";-50
"1183";590;-0,306282009371254;0;-0,458176691729323;-10;-9;-1;-3;1;5;27;-38;-50;-25;11;-14;1;"easy";"clim";"s";-49;-50;-48;2;50;1;116,501;3,66666666666667;-0,398155715375396;-0,226544622425629;1299;"disc";"conc";"0";-49,5
"1184";590;-0,306282009371254;0;-0,458176691729323;-10;-9;-1;-3;1;5;27;-38;-50;-25;11;-14;1;"easy";"gmo";"ns";-43;-30;-46;1;21;1;138,086;3,66666666666667;-0,398155715375396;-0,226544622425629;1299;"conc";"disc";"0";-36,5
"1185";590;-0,306282009371254;0;-0,458176691729323;-10;-9;-1;-3;1;5;27;-38;-50;-25;11;-14;1;"easy";"hom";"s";19;23;-36;3;-45;1;185,101;3,66666666666667;-0,398155715375396;-0,226544622425629;1299;"disc";"neutr";"0";21
"1186";591;-0,204832734008935;0;0,291823308270677;-12;13;2;2;-8;2;9;3;2;-12;14;2;2;"easy";"clim";"ns";NA;NA;NA;1;NA;NA;NA;NA;NA;NA;89;"conc";NA;"0";NA
"1187";591;-0,204832734008935;0;0,291823308270677;-12;13;2;2;-8;2;9;3;2;-12;14;2;2;"easy";"gmo";"s";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;89;"disc";NA;"0";NA
"1188";591;-0,204832734008935;0;0,291823308270677;-12;13;2;2;-8;2;9;3;2;-12;14;2;2;"easy";"hom";"s";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;89;"disc";"neutr";"0";NA
"1189";593;-0,0164269369074855;0;-0,208176691729323;33;50;21;26;50;-14;-22;-26;28;50;50;27;18;"hard";"clim";"ns";21;22;15;2;17;1;26,6;NA;NA;NA;421;"disc";NA;"1";21,5
"1190";593;-0,0164269369074855;0;-0,208176691729323;33;50;21;26;50;-14;-22;-26;28;50;50;27;18;"hard";"gmo";"s";18;15;9;3;15;0;42,3;NA;NA;NA;421;"conc";NA;"1";16,5
"1191";593;-0,0164269369074855;0;-0,208176691729323;33;50;21;26;50;-14;-22;-26;28;50;50;27;18;"hard";"hom";"ns";25;14;18;1;21;0;78,344;NA;NA;NA;421;"disc";"neutr";"1";19,5
"1192";598;-0,422224038356761;1;-0,458176691729323;50;50;50;2;50;-50;50;50;2;2;2;3;3;"easy";"clim";"ns";2;2;20;3;2;0;19,054;3;-0,0648223820420625;-0,226544622425629;468;"disc";"disc";"0";2
"1193";598;-0,422224038356761;1;-0,458176691729323;50;50;50;2;50;-50;50;50;2;2;2;3;3;"easy";"gmo";"ns";22;-26;18;1;18;1;53,575;3;-0,0648223820420625;-0,226544622425629;468;"disc";"disc";"0";-2
"1194";598;-0,422224038356761;1;-0,458176691729323;50;50;50;2;50;-50;50;50;2;2;2;3;3;"easy";"hom";"ns";2;2;26;2;2;0;11,915;3;-0,0648223820420625;-0,226544622425629;468;"disc";"neutr";"0";2
"1195";606;-0,146861719516181;1;-0,458176691729323;-50;50;50;-50;-50;-50;50;32;-50;1;1;1;2;"hard";"clim";"s";2;2;2;2;2;0;36,701;7;-0,175933493153174;-0,226544622425629;592;"disc";"disc";"1";2
"1196";606;-0,146861719516181;1;-0,458176691729323;-50;50;50;-50;-50;-50;50;32;-50;1;1;1;2;"hard";"gmo";"s";4;2;2;3;50;0;18,493;7;-0,175933493153174;-0,226544622425629;592;"disc";"disc";"1";3
"1197";606;-0,146861719516181;1;-0,458176691729323;-50;50;50;-50;-50;-50;50;32;-50;1;1;1;2;"hard";"hom";"s";1;0;0;1;0;1;55,59;7;-0,175933493153174;-0,226544622425629;592;"disc";"neutr";"1";0,5
"1198";612;-0,117876212269804;1;-0,208176691729323;2;2;2;2;2;2;2;2;2;2;3;2;2;"hard";"clim";"ns";2;2;2;3;2;1;4,837;4;-0,398155715375396;-0,226544622425629;403;"disc";"neutr";"1";2
"1199";612;-0,117876212269804;1;-0,208176691729323;2;2;2;2;2;2;2;2;2;2;3;2;2;"hard";"gmo";"s";2;2;2;2;2;1;5,774;4;-0,398155715375396;-0,226544622425629;403;"conc";"neutr";"1";2
"1200";612;-0,117876212269804;1;-0,208176691729323;2;2;2;2;2;2;2;2;2;2;3;2;2;"hard";"hom";"ns";2;2;2;1;2;0;18,323;4;-0,398155715375396;-0,226544622425629;403;"disc";"neutr";"1";2
"1201";613;-0,103383458646616;1;0,291823308270677;50;50;50;50;50;-50;-50;-50;-50;50;50;50;50;"easy";"clim";"s";-49;-49;-48;1;50;1;17,585;6,33333333333333;0,0462887290690486;-0,226544622425629;526;"conc";"disc";"0";-49
"1202";613;-0,103383458646616;1;0,291823308270677;50;50;50;50;50;-50;-50;-50;-50;50;50;50;50;"easy";"gmo";"ns";-49;-50;-50;3;50;1;5,472;6,33333333333333;0,0462887290690486;-0,226544622425629;526;"disc";"conc";"0";-49,5
"1203";613;-0,103383458646616;1;0,291823308270677;50;50;50;50;50;-50;-50;-50;-50;50;50;50;50;"easy";"hom";"s";-50;-48;-50;2;50;0;4,169;6,33333333333333;0,0462887290690486;-0,226544622425629;526;"conc";"neutr";"0";-49
"1204";614;-0,175847226762558;0;0,291823308270677;22;12;21;13;32;-20;30;21;6;1;1;1;24;"easy";"clim";"ns";1;1;1;3;1;0;19,964;4,66666666666667;0,15739984018016;0,106788710907704;646;"disc";"conc";"0";1
"1205";614;-0,175847226762558;0;0,291823308270677;22;12;21;13;32;-20;30;21;6;1;1;1;24;"easy";"gmo";"s";-7;10;7;1;1;1;84,232;4,66666666666667;0,15739984018016;0,106788710907704;646;"conc";"disc";"0";1,5
"1206";614;-0,175847226762558;0;0,291823308270677;22;12;21;13;32;-20;30;21;6;1;1;1;24;"easy";"hom";"ns";1;1;1;2;1;1;49,252;4,66666666666667;0,15739984018016;0,106788710907704;646;"disc";"neutr";"0";1
"1207";615;-0,233818241255312;0;0,291823308270677;22;32;14;-12;-41;-30;45;21;-19;22;25;21;-19;"easy";"clim";"s";-43;-50;-49;1;50;1;47,678;5,66666666666667;0,15739984018016;-0,226544622425629;936;"conc";"disc";"0";-46,5
"1208";615;-0,233818241255312;0;0,291823308270677;22;32;14;-12;-41;-30;45;21;-19;22;25;21;-19;"easy";"gmo";"s";17;15;29;2;-23;1;114,548;5,66666666666667;0,15739984018016;-0,226544622425629;936;"conc";"disc";"0";16
"1209";615;-0,233818241255312;0;0,291823308270677;22;32;14;-12;-41;-30;45;21;-19;22;25;21;-19;"easy";"hom";"s";22;18;20;3;-28;0;128,275;5,66666666666667;0,15739984018016;-0,226544622425629;936;"conc";"neutr";"0";20
"1210";616;-0,219325487632123;0;0,291823308270677;41;50;31;-50;50;50;50;31;-50;-50;50;31;-50;"hard";"clim";"s";-50;-41;-50;3;50;1;76,025;1,33333333333333;0,490733173513493;0,440122044241037;1083;"conc";"conc";"1";-45,5
"1211";616;-0,219325487632123;0;0,291823308270677;41;50;31;-50;50;50;50;31;-50;-50;50;31;-50;"hard";"gmo";"ns";-50;-41;-50;2;50;1;86,764;1,33333333333333;0,490733173513493;0,440122044241037;1083;"disc";"disc";"1";-45,5
"1212";616;-0,219325487632123;0;0,291823308270677;41;50;31;-50;50;50;50;31;-50;-50;50;31;-50;"hard";"hom";"s";-50;-41;-50;1;50;1;123,307;1,33333333333333;0,490733173513493;0,440122044241037;1083;"conc";"neutr";"1";-45,5
"1213";617;-0,0454124441538623;0;-0,208176691729323;2;-14;2;9;2;-36;2;-33;2;-22;2;-16;2;"hard";"clim";"ns";-48;-49;-50;3;-47;1;27,501;6;-0,398155715375396;-0,226544622425629;848;"disc";"conc";"1";-48,5
"1214";617;-0,0454124441538623;0;-0,208176691729323;2;-14;2;9;2;-36;2;-33;2;-22;2;-16;2;"hard";"gmo";"ns";-50;-50;-50;2;-12;0;38,801;6;-0,398155715375396;-0,226544622425629;848;"disc";"conc";"1";-50
"1215";617;-0,0454124441538623;0;-0,208176691729323;2;-14;2;9;2;-36;2;-33;2;-22;2;-16;2;"hard";"hom";"ns";-50;-48;-48;1;2;0;58,201;6;-0,398155715375396;-0,226544622425629;848;"disc";"neutr";"1";-49
"1216";618;-0,175847226762558;0;0,0418233082706767;-13;-14;-11;14;-8;-44;50;35;-31;14;24;18;-13;"hard";"clim";"ns";15;10;-33;2;50;0;174,96;4,66666666666667;-0,398155715375396;-0,226544622425629;910;"conc";"conc";"1";12,5
"1217";618;-0,175847226762558;0;0,0418233082706767;-13;-14;-11;14;-8;-44;50;35;-31;14;24;18;-13;"hard";"gmo";"s";50;50;50;3;50;1;12,617;4,66666666666667;-0,398155715375396;-0,226544622425629;910;"disc";"disc";"1";50
"1218";618;-0,175847226762558;0;0,0418233082706767;-13;-14;-11;14;-8;-44;50;35;-31;14;24;18;-13;"hard";"hom";"s";-5;-9;-40;1;48;0;107,899;4,66666666666667;-0,398155715375396;-0,226544622425629;910;"disc";"neutr";"1";-7
"1219";619;-0,16135447313937;0;0,291823308270677;38;35;35;-35;40;-47;35;31;17;32;27;27;23;"easy";"clim";"s";-40;-44;-41;1;40;1;6,702;6;0,0462887290690486;-0,226544622425629;352;"conc";"disc";"0";-42
"1220";619;-0,16135447313937;0;0,291823308270677;38;35;35;-35;40;-47;35;31;17;32;27;27;23;"easy";"gmo";"ns";-33;-43;-32;3;37;0;5,066;6;0,0462887290690486;-0,226544622425629;352;"disc";"conc";"0";-38
"1221";619;-0,16135447313937;0;0,291823308270677;38;35;35;-35;40;-47;35;31;17;32;27;27;23;"easy";"hom";"ns";-39;-43;-31;2;23;1;6,353;6;0,0462887290690486;-0,226544622425629;352;"disc";"neutr";"0";-41
"1222";620;-0,219325487632123;0;0,291823308270677;12;11;-11;6;11;11;11;-10;-19;41;50;-31;-40;"easy";"clim";"s";50;41;42;2;-46;0;28,521;5,33333333333333;-0,0648223820420625;0,106788710907704;1591;"conc";"disc";"0";45,5
"1223";620;-0,219325487632123;0;0,291823308270677;12;11;-11;6;11;11;11;-10;-19;41;50;-31;-40;"easy";"gmo";"s";22;23;42;3;-45;0;17,416;5,33333333333333;-0,0648223820420625;0,106788710907704;1591;"conc";"disc";"0";22,5
"1224";620;-0,219325487632123;0;0,291823308270677;12;11;-11;6;11;11;11;-10;-19;41;50;-31;-40;"easy";"hom";"s";21;10;43;1;-50;0;53,107;5,33333333333333;-0,0648223820420625;0,106788710907704;1591;"conc";"neutr";"0";15,5
"1225";621;-0,0888907050234276;0;-0,208176691729323;32;50;50;-18;25;12;29;16;24;-24;38;-29;30;"hard";"clim";"s";16;27;-50;3;-13;0;95,301;2,66666666666667;0,15739984018016;0,106788710907704;1358;"conc";"conc";"1";21,5
"1226";621;-0,0888907050234276;0;-0,208176691729323;32;50;50;-18;25;12;29;16;24;-24;38;-29;30;"hard";"gmo";"ns";38;14;-21;1;26;1;99,201;2,66666666666667;0,15739984018016;0,106788710907704;1358;"disc";"disc";"1";26
"1227";621;-0,0888907050234276;0;-0,208176691729323;32;50;50;-18;25;12;29;16;24;-24;38;-29;30;"hard";"hom";"ns";-15;28;-47;2;-34;0;97,447;2,66666666666667;0,15739984018016;0,106788710907704;1358;"disc";"neutr";"1";6,5
"1228";622;-0,132368965892993;0;0,291823308270677;7;8;17;16;8;8;10;18;8;8;7;5;13;"hard";"clim";"ns";7;10;6;1;-4;0;37,5;3,66666666666667;-0,0648223820420625;-0,226544622425629;931;"disc";"disc";"1";8,5
"1229";622;-0,132368965892993;0;0,291823308270677;7;8;17;16;8;8;10;18;8;8;7;5;13;"hard";"gmo";"s";2;10;8;3;7;1;181,763;3,66666666666667;-0,0648223820420625;-0,226544622425629;931;"conc";"conc";"1";6
"1230";622;-0,132368965892993;0;0,291823308270677;7;8;17;16;8;8;10;18;8;8;7;5;13;"hard";"hom";"s";4;4;-3;2;3;0;4,852;3,66666666666667;-0,0648223820420625;-0,226544622425629;931;"conc";"neutr";"1";4
"1231";623;-0,233818241255312;0;0,291823308270677;50;50;50;50;50;-50;-50;-50;-27;1;11;10;50;"easy";"clim";"s";-21;-15;-5;3;-37;0;97,371;5,66666666666667;-0,175933493153174;-0,226544622425629;1269;"conc";"disc";"0";-18
"1232";623;-0,233818241255312;0;0,291823308270677;50;50;50;50;50;-50;-50;-50;-27;1;11;10;50;"easy";"gmo";"ns";14;23;20;2;43;0;248,816;5,66666666666667;-0,175933493153174;-0,226544622425629;1269;"disc";"conc";"0";18,5
"1233";623;-0,233818241255312;0;0,291823308270677;50;50;50;50;50;-50;-50;-50;-27;1;11;10;50;"easy";"hom";"ns";22;50;19;1;27;0;66,385;5,66666666666667;-0,175933493153174;-0,226544622425629;1269;"disc";"neutr";"0";36
"1234";624;-0,190339980385746;0;0,291823308270677;18;30;19;9;17;-19;-22;11;11;27;20;29;-11;"hard";"clim";"ns";-11;-6;-12;2;9;1;34,494;5,33333333333333;-0,175933493153174;-0,226544622425629;598;"disc";"conc";"1";-8,5
