"";"subj.id";"age_s_c";"gender";"educ_s_c";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"prior.climate.act_1";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"condition";"topic";"version";"diff";"eff";"frustr";"order";"percc";"resp";"rt";"ideology";"num_c";"prior.conc";"ideology.conc";"condition.binary"
"542";333;0,138839794195043;1;-0,291779584462511;50;50;49;50;50;2;22;22;2;34;29;19;21;"easy";"gmo";"ns";-19;14;11;1;31;1;19,401;3,66666666666667;0,263474856970791;"neutr";"disc";"0"
"543";333;0,138839794195043;1;-0,291779584462511;50;50;49;50;50;2;22;22;2;34;29;19;21;"easy";"hom";"ns";2;21;11;2;34;1;26,4;3,66666666666667;0,263474856970791;"neutr";"neutr";"0"
"544";336;0,182318055064609;0;0,0415537488708225;29;26;29;27;50;29;25;22;20;25;31;21;22;"easy";"clim";"s";29;31;50;3;25;1;8,156;5;-0,403191809695875;"disc";"disc";"0"
"545";336;0,182318055064609;0;0,0415537488708225;29;26;29;27;50;29;25;22;20;25;31;21;22;"easy";"gmo";"ns";27;22;21;1;24;1;12,378;5;-0,403191809695875;"conc";"conc";"0"
"546";336;0,182318055064609;0;0,0415537488708225;29;26;29;27;50;29;25;22;20;25;31;21;22;"easy";"hom";"s";30;29;31;2;31;0;9,651;5;-0,403191809695875;"disc";"neutr";"0"
"547";338;0,109854286948667;1;0,0415537488708225;-50;49;-50;-49;-50;-9;32;-21;-19;29;41;20;-45;"hard";"clim";"ns";-20;11;-30;3;42;0;93,304;7;0,263474856970791;"conc";"conc";"1"
"548";338;0,109854286948667;1;0,0415537488708225;-50;49;-50;-49;-50;-9;32;-21;-19;29;41;20;-45;"hard";"gmo";"ns";20;20;20;2;20;1;227,336;7;0,263474856970791;"conc";"conc";"1"
"549";338;0,109854286948667;1;0,0415537488708225;-50;49;-50;-49;-50;-9;32;-21;-19;29;41;20;-45;"hard";"hom";"ns";-43;10;1;1;42;1;96,301;7;0,263474856970791;"conc";"neutr";"1"
"550";339;0,225796315934174;1;-0,291779584462511;-19;41;-19;-42;-19;-41;40;23;-42;12;20;11;-30;"hard";"clim";"ns";11;21;30;1;39;0;218,058;6,33333333333333;0,0412526347485692;"conc";"conc";"1"
"551";339;0,225796315934174;1;-0,291779584462511;-19;41;-19;-42;-19;-41;40;23;-42;12;20;11;-30;"hard";"gmo";"ns";20;18;11;3;32;0;159,543;6,33333333333333;0,0412526347485692;"conc";"conc";"1"
"552";339;0,225796315934174;1;-0,291779584462511;-19;41;-19;-42;-19;-41;40;23;-42;12;20;11;-30;"hard";"hom";"s";29;21;15;2;41;0;132,454;6,33333333333333;0,0412526347485692;"disc";"neutr";"1"
"553";340;-0,107537017399159;1;-0,291779584462511;25;30;23;22;30;19;21;21;23;21;44;20;21;"easy";"clim";"ns";14;18;20;3;20;0;13,7;5,66666666666667;-0,0698584763625419;"conc";"conc";"0"
"554";340;-0,107537017399159;1;-0,291779584462511;25;30;23;22;30;19;21;21;23;21;44;20;21;"easy";"gmo";"ns";18;20;21;1;21;1;25,101;5,66666666666667;-0,0698584763625419;"conc";"conc";"0"
"555";340;-0,107537017399159;1;-0,291779584462511;25;30;23;22;30;19;21;21;23;21;44;20;21;"easy";"hom";"ns";21;22;20;2;20;1;21,899;5,66666666666667;-0,0698584763625419;"conc";"neutr";"0"
"556";344;0,196810808687797;1;0,374887082204156;27;49;31;-20;37;33;43;9;12;-50;50;-50;-50;"easy";"clim";"s";-34;-35;-46;2;50;1;170,101;4;0,263474856970791;"disc";"neutr";"0"
"557";344;0,196810808687797;1;0,374887082204156;27;49;31;-20;37;33;43;9;12;-50;50;-50;-50;"easy";"gmo";"ns";-50;-50;-48;3;50;1;79,501;4;0,263474856970791;"conc";"neutr";"0"
"558";344;0,196810808687797;1;0,374887082204156;27;49;31;-20;37;33;43;9;12;-50;50;-50;-50;"easy";"hom";"s";-37;-13;-49;1;50;1;115,502;4;0,263474856970791;"disc";"neutr";"0"
"559";349;0,370723852166058;0;0,0415537488708225;49;47;37;-44;50;-43;45;31;-35;25;26;19;-27;"hard";"clim";"ns";-45;1;-46;1;49;0;52,948;3,66666666666667;-0,180969587473653;"conc";"disc";"1"
"560";349;0,370723852166058;0;0,0415537488708225;49;47;37;-44;50;-43;45;31;-35;25;26;19;-27;"hard";"gmo";"ns";-49;1;-48;2;48;0;47,446;3,66666666666667;-0,180969587473653;"conc";"disc";"1"
"561";349;0,370723852166058;0;0,0415537488708225;49;47;37;-44;50;-43;45;31;-35;25;26;19;-27;"hard";"hom";"s";46;1;47;3;48;0;24,774;3,66666666666667;-0,180969587473653;"disc";"neutr";"1"
"562";351;-0,208986292761478;1;0,374887082204156;47;47;38;13;50;19;32;13;2;27;20;19;-3;"hard";"clim";"ns";10;12;13;3;11;1;35,672;2,33333333333333;0,15236374585968;"conc";"disc";"1"
"563";351;-0,208986292761478;1;0,374887082204156;47;47;38;13;50;19;32;13;2;27;20;19;-3;"hard";"gmo";"s";17;6;8;2;10;0;30,671;2,33333333333333;0,15236374585968;"disc";"conc";"1"
"564";351;-0,208986292761478;1;0,374887082204156;47;47;38;13;50;19;32;13;2;27;20;19;-3;"hard";"hom";"ns";16;15;10;1;14;0;73,29;2,33333333333333;0,15236374585968;"conc";"neutr";"1"
"565";353;0,196810808687797;1;0,374887082204156;11;11;31;10;11;-20;10;9;10;1;0;-40;20;"hard";"clim";"ns";21;21;10;1;32;0;191,49;6,33333333333333;0,485697079193014;"conc";"conc";"1"
"566";353;0,196810808687797;1;0,374887082204156;11;11;31;10;11;-20;10;9;10;1;0;-40;20;"hard";"gmo";"s";21;32;11;2;43;1;563,488;6,33333333333333;0,485697079193014;"disc";"disc";"1"
"567";353;0,196810808687797;1;0,374887082204156;11;11;31;10;11;-20;10;9;10;1;0;-40;20;"hard";"hom";"ns";31;31;10;3;41;1;270,27;6,33333333333333;0,485697079193014;"conc";"neutr";"1"
"568";354;0,225796315934174;0;0,374887082204156;-21;43;27;-29;34;-47;50;29;-50;33;23;14;-37;"easy";"clim";"s";-50;-50;-50;2;50;0;51,2;4;0,15236374585968;"disc";"neutr";"0"
"569";354;0,225796315934174;0;0,374887082204156;-21;43;27;-29;34;-47;50;29;-50;33;23;14;-37;"easy";"gmo";"ns";-41;-41;-46;1;45;1;146,9;4;0,15236374585968;"conc";"neutr";"0"
"570";354;0,225796315934174;0;0,374887082204156;-21;43;27;-29;34;-47;50;29;-50;33;23;14;-37;"easy";"hom";"ns";-35;-45;-50;3;38;0;38,9;4;0,15236374585968;"conc";"neutr";"0"
"571";355;0,240289069557362;0;0,374887082204156;40;43;50;-48;50;-27;22;37;26;50;50;34;-50;"easy";"clim";"s";50;50;50;1;24;1;139,675;3,33333333333333;-0,0698584763625419;"disc";"conc";"0"
"572";355;0,240289069557362;0;0,374887082204156;40;43;50;-48;50;-27;22;37;26;50;50;34;-50;"easy";"gmo";"ns";50;50;50;3;13;0;73,212;3,33333333333333;-0,0698584763625419;"conc";"disc";"0"
"573";355;0,240289069557362;0;0,374887082204156;40;43;50;-48;50;-27;22;37;26;50;50;34;-50;"easy";"hom";"s";50;50;50;2;37;0;124,389;3,33333333333333;-0,0698584763625419;"disc";"neutr";"0"
"574";356;0,254781823180551;0;0,0415537488708225;-50;50;1;-50;-50;1;50;9;-50;11;50;21;-50;"easy";"clim";"s";-50;21;1;1;50;0;167,032;5;-0,180969587473653;"disc";"disc";"0"
"575";356;0,254781823180551;0;0,0415537488708225;-50;50;1;-50;-50;1;50;9;-50;11;50;21;-50;"easy";"gmo";"s";-50;31;-49;2;50;0;127,063;5;-0,180969587473653;"disc";"disc";"0"
"576";356;0,254781823180551;0;0,0415537488708225;-50;50;1;-50;-50;1;50;9;-50;11;50;21;-50;"easy";"hom";"ns";-50;19;-50;3;50;0;73,862;5;-0,180969587473653;"conc";"neutr";"0"
"577";357;0,182318055064609;0;0,0415537488708225;-8;50;34;-45;-45;-44;50;-12;-46;-11;50;13;-50;"hard";"clim";"ns";14;14;-7;1;50;1;63,447;7;-0,292080698584764;"conc";"conc";"1"
"578";357;0,182318055064609;0;0,0415537488708225;-8;50;34;-45;-45;-44;50;-12;-46;-11;50;13;-50;"hard";"gmo";"s";10;14;-30;3;49;0;49,972;7;-0,292080698584764;"disc";"disc";"1"
"579";357;0,182318055064609;0;0,0415537488708225;-8;50;34;-45;-45;-44;50;-12;-46;-11;50;13;-50;"hard";"hom";"ns";14;11;-16;2;48;1;45,378;7;-0,292080698584764;"conc";"neutr";"1"
"580";358;0,240289069557362;1;0,374887082204156;-9;12;10;-10;21;1;-10;-8;10;-19;21;1;-30;"hard";"clim";"ns";11;12;11;1;12;1;179,383;4,66666666666667;0,15236374585968;"conc";"conc";"1"
"581";358;0,240289069557362;1;0,374887082204156;-9;12;10;-10;21;1;-10;-8;10;-19;21;1;-30;"hard";"gmo";"s";10;11;11;2;11;0;58,124;4,66666666666667;0,15236374585968;"disc";"disc";"1"
"582";358;0,240289069557362;1;0,374887082204156;-9;12;10;-10;21;1;-10;-8;10;-19;21;1;-30;"hard";"hom";"s";11;12;9;3;10;1;55,594;4,66666666666667;0,15236374585968;"disc";"neutr";"1"
"583";361;0,211303562310986;1;0,0415537488708225;-32;-29;-28;-28;50;3;2;2;2;2;1;1;3;"easy";"clim";"ns";50;50;3;1;-50;1;80,942;7;-0,292080698584764;"conc";"conc";"0"
"584";361;0,211303562310986;1;0,0415537488708225;-32;-29;-28;-28;50;3;2;2;2;2;1;1;3;"easy";"gmo";"s";50;50;2;3;2;1;48,471;7;-0,292080698584764;"disc";"disc";"0"
"585";361;0,211303562310986;1;0,0415537488708225;-32;-29;-28;-28;50;3;2;2;2;2;1;1;3;"easy";"hom";"s";-50;50;2;2;2;1;52,359;7;-0,292080698584764;"disc";"neutr";"0"
"586";362;0,254781823180551;0;0,374887082204156;31;32;32;21;41;-31;31;20;23;1;50;21;21;"hard";"clim";"s";1;1;1;2;20;1;109,904;3;0,0412526347485692;"disc";"conc";"1"
"587";362;0,254781823180551;0;0,374887082204156;31;32;32;21;41;-31;31;20;23;1;50;21;21;"hard";"gmo";"ns";2;2;1;3;10;0;94,46;3;0,0412526347485692;"conc";"disc";"1"
"588";362;0,254781823180551;0;0,374887082204156;31;32;32;21;41;-31;31;20;23;1;50;21;21;"hard";"hom";"s";-41;-39;-21;1;46;1;165,1;3;0,0412526347485692;"disc";"neutr";"1"
"589";365;0,240289069557362;1;0,374887082204156;-49;50;50;-50;-50;-50;50;25;-50;-50;50;-50;-50;"hard";"clim";"ns";-50;-50;50;3;50;1;72,605;6,66666666666667;0,485697079193014;"conc";"conc";"1"
"590";365;0,240289069557362;1;0,374887082204156;-49;50;50;-50;-50;-50;50;25;-50;-50;50;-50;-50;"hard";"gmo";"ns";-49;-50;50;2;49;1;31,759;6,66666666666667;0,485697079193014;"conc";"conc";"1"
"591";365;0,240289069557362;1;0,374887082204156;-49;50;50;-50;-50;-50;50;25;-50;-50;50;-50;-50;"hard";"hom";"s";-50;-50;49;1;50;1;60,355;6,66666666666667;0,485697079193014;"disc";"neutr";"1"
"592";368;0,35623109854287;1;0,374887082204156;42;42;21;50;42;42;42;-10;42;-21;32;-41;-10;"easy";"clim";"ns";50;42;-10;3;-9;0;246,816;2,66666666666667;0,374585968081903;"conc";"disc";"0"
"593";368;0,35623109854287;1;0,374887082204156;42;42;21;50;42;42;42;-10;42;-21;32;-41;-10;"easy";"gmo";"s";42;43;-10;1;11;1;173,869;2,66666666666667;0,374585968081903;"disc";"conc";"0"
"594";368;0,35623109854287;1;0,374887082204156;42;42;21;50;42;42;42;-10;42;-21;32;-41;-10;"easy";"hom";"ns";21;31;-11;2;12;0;130,619;2,66666666666667;0,374585968081903;"conc";"neutr";"0"
"595";369;0,254781823180551;0;0,374887082204156;43;50;50;-47;50;-46;50;45;-29;39;47;40;-45;"easy";"clim";"s";-37;-38;-50;1;45;0;29,608;7;0,0412526347485692;"disc";"disc";"0"
"596";369;0,254781823180551;0;0,374887082204156;43;50;50;-47;50;-46;50;45;-29;39;47;40;-45;"easy";"gmo";"s";-48;-38;-50;2;46;1;65,69;7;0,0412526347485692;"disc";"disc";"0"
"597";369;0,254781823180551;0;0,374887082204156;43;50;50;-47;50;-46;50;45;-29;39;47;40;-45;"easy";"hom";"ns";-43;-43;-45;3;43;0;29,772;7;0,0412526347485692;"conc";"neutr";"0"
"598";370;0,240289069557362;0;0,0415537488708225;50;31;41;-48;50;-48;43;22;-50;42;50;13;-49;"easy";"clim";"s";-42;13;-50;2;50;1;162,422;1;-0,180969587473653;"neutr";"conc";"0"
"599";370;0,240289069557362;0;0,0415537488708225;50;31;41;-48;50;-48;43;22;-50;42;50;13;-49;"easy";"gmo";"s";-50;11;-49;1;50;0;164,498;1;-0,180969587473653;"neutr";"conc";"0"
"600";370;0,240289069557362;0;0,0415537488708225;50;31;41;-48;50;-48;43;22;-50;42;50;13;-49;"easy";"hom";"ns";-50;-38;-41;3;50;1;95,716;1;-0,180969587473653;"neutr";"neutr";"0"
"601";371;0,298260084050116;1;0,374887082204156;47;48;50;50;50;25;23;24;27;25;25;25;26;"hard";"clim";"ns";32;31;32;3;32;0;43,042;3,33333333333333;0,0412526347485692;"conc";"disc";"1"
"602";371;0,298260084050116;1;0,374887082204156;47;48;50;50;50;25;23;24;27;25;25;25;26;"hard";"gmo";"s";32;35;32;2;31;0;67,229;3,33333333333333;0,0412526347485692;"disc";"conc";"1"
"603";371;0,298260084050116;1;0,374887082204156;47;48;50;50;50;25;23;24;27;25;25;25;26;"hard";"hom";"s";30;29;30;1;30;0;73,418;3,33333333333333;0,0412526347485692;"disc";"neutr";"1"
"604";372;-0,093044263775971;1;-0,291779584462511;-14;16;-9;31;0;-9;16;16;0;14;15;-20;42;"hard";"clim";"ns";-38;6;3;3;44;0;255,24;6,66666666666667;0,485697079193014;"conc";"conc";"1"
"605";372;-0,093044263775971;1;-0,291779584462511;-14;16;-9;31;0;-9;16;16;0;14;15;-20;42;"hard";"gmo";"ns";-49;1;1;1;48;1;259,891;6,66666666666667;0,485697079193014;"conc";"conc";"1"
"606";372;-0,093044263775971;1;-0,291779584462511;-14;16;-9;31;0;-9;16;16;0;14;15;-20;42;"hard";"hom";"s";-50;0;0;2;49;1;155,535;6,66666666666667;0,485697079193014;"disc";"neutr";"1"
"607";373;-0,0640587565295941;1;0,0415537488708225;50;50;48;-49;50;1;-22;21;19;42;31;-6;6;"easy";"clim";"s";-7;11;-22;1;36;1;220,6;4,66666666666667;0,0412526347485692;"neutr";"disc";"0"
"608";373;-0,0640587565295941;1;0,0415537488708225;50;50;48;-49;50;1;-22;21;19;42;31;-6;6;"easy";"gmo";"ns";50;50;50;3;-50;0;229,904;4,66666666666667;0,0412526347485692;"neutr";"conc";"0"
"609";373;-0,0640587565295941;1;0,0415537488708225;50;50;48;-49;50;1;-22;21;19;42;31;-6;6;"easy";"hom";"s";38;29;46;2;-43;1;154,354;4,66666666666667;0,0412526347485692;"neutr";"neutr";"0"
"610";375;0,138839794195043;0;0,374887082204156;23;38;35;-16;23;-23;41;33;-24;13;33;17;-8;"hard";"clim";"s";-29;-18;-25;2;36;1;48,655;3,33333333333333;0,374585968081903;"disc";"conc";"1"
"611";375;0,138839794195043;0;0,374887082204156;23;38;35;-16;23;-23;41;33;-24;13;33;17;-8;"hard";"gmo";"ns";9;11;-14;3;8;1;39,501;3,33333333333333;0,374585968081903;"conc";"disc";"1"
"612";375;0,138839794195043;0;0,374887082204156;23;38;35;-16;23;-23;41;33;-24;13;33;17;-8;"hard";"hom";"ns";-25;-25;-21;1;43;1;55,087;3,33333333333333;0,374585968081903;"conc";"neutr";"1"
"613";376;-0,19449353913829;1;0,0415537488708225;16;18;12;28;-15;-10;32;-23;-7;18;20;-17;21;"hard";"clim";"ns";-19;23;-25;3;40;0;25,868;2,66666666666667;-0,0698584763625419;"conc";"disc";"1"
"614";376;-0,19449353913829;1;0,0415537488708225;16;18;12;28;-15;-10;32;-23;-7;18;20;-17;21;"hard";"gmo";"ns";-12;-8;28;1;21;0;33,855;2,66666666666667;-0,0698584763625419;"conc";"disc";"1"
"615";376;-0,19449353913829;1;0,0415537488708225;16;18;12;28;-15;-10;32;-23;-7;18;20;-17;21;"hard";"hom";"ns";39;-13;26;2;-10;0;12,326;2,66666666666667;-0,0698584763625419;"conc";"neutr";"1"
"616";377;0,196810808687797;1;0,0415537488708225;-40;42;-40;-40;-50;-50;50;42;-41;-29;0;-41;-11;"easy";"clim";"s";11;11;10;3;21;1;167,514;6,66666666666667;0,15236374585968;"disc";"disc";"0"
"617";377;0,196810808687797;1;0,0415537488708225;-40;42;-40;-40;-50;-50;50;42;-41;-29;0;-41;-11;"easy";"gmo";"s";11;11;10;2;42;0;145,585;6,66666666666667;0,15236374585968;"disc";"disc";"0"
"618";377;0,196810808687797;1;0,0415537488708225;-40;42;-40;-40;-50;-50;50;42;-41;-29;0;-41;-11;"easy";"hom";"ns";11;11;11;1;20;1;129,253;6,66666666666667;0,15236374585968;"conc";"neutr";"0"
"619";378;0,16782530144142;1;0,0415537488708225;20;42;50;-49;22;11;31;3;-41;50;50;31;-41;"easy";"clim";"ns";12;20;11;2;21;0;370,066;3,66666666666667;0,263474856970791;"conc";"disc";"0"
"620";378;0,16782530144142;1;0,0415537488708225;20;42;50;-49;22;11;31;3;-41;50;50;31;-41;"easy";"gmo";"ns";-31;-8;-39;3;42;0;99,466;3,66666666666667;0,263474856970791;"conc";"disc";"0"
"621";378;0,16782530144142;1;0,0415537488708225;20;42;50;-49;22;11;31;3;-41;50;50;31;-41;"easy";"hom";"ns";-10;20;-30;1;50;1;376,376;3,66666666666667;0,263474856970791;"conc";"neutr";"0"
"622";381;0,109854286948667;0;-0,291779584462511;-39;50;50;-43;50;-50;50;50;-23;50;50;50;40;"easy";"clim";"s";-40;-41;50;1;50;0;66,081;6,66666666666667;-0,292080698584764;"disc";"disc";"0"
"623";381;0,109854286948667;0;-0,291779584462511;-39;50;50;-43;50;-50;50;50;-23;50;50;50;40;"easy";"gmo";"s";-43;-50;-48;3;50;1;38,278;6,66666666666667;-0,292080698584764;"disc";"disc";"0"
"624";381;0,109854286948667;0;-0,291779584462511;-39;50;50;-43;50;-50;50;50;-23;50;50;50;40;"easy";"hom";"s";-49;-47;-48;2;50;1;48,242;6,66666666666667;-0,292080698584764;"disc";"neutr";"0"
"625";383;0,254781823180551;0;0,0415537488708225;-38;42;41;21;42;-48;41;41;22;-31;41;41;20;"easy";"clim";"ns";-50;2;1;3;50;0;25,546;2,66666666666667;-0,0698584763625419;"conc";"disc";"0"
"626";383;0,254781823180551;0;0,0415537488708225;-38;42;41;21;42;-48;41;41;22;-31;41;41;20;"easy";"gmo";"s";-50;1;1;2;50;1;35,086;2,66666666666667;-0,0698584763625419;"disc";"conc";"0"
"627";383;0,254781823180551;0;0,0415537488708225;-38;42;41;21;42;-48;41;41;22;-31;41;41;20;"easy";"hom";"s";-50;1;1;1;50;0;154,513;2,66666666666667;-0,0698584763625419;"disc";"neutr";"0"
"628";384;0,196810808687797;1;0,0415537488708225;21;11;10;21;22;-20;20;37;11;12;12;12;13;"hard";"clim";"ns";14;19;13;3;16;0;100,775;5;0,15236374585968;"conc";"conc";"1"
"629";384;0,196810808687797;1;0,0415537488708225;21;11;10;21;22;-20;20;37;11;12;12;12;13;"hard";"gmo";"ns";30;31;13;1;24;0;201,03;5;0,15236374585968;"conc";"conc";"1"
"630";384;0,196810808687797;1;0,0415537488708225;21;11;10;21;22;-20;20;37;11;12;12;12;13;"hard";"hom";"ns";27;22;20;2;22;0;130,382;5;0,15236374585968;"conc";"neutr";"1"
"631";389;0,0228977652095363;1;-0,291779584462511;50;50;50;-40;42;-40;41;10;10;1;12;1;1;"easy";"clim";"s";20;11;1;2;11;0;131,245;2,33333333333333;0,15236374585968;"neutr";"conc";"0"
"632";389;0,0228977652095363;1;-0,291779584462511;50;50;50;-40;42;-40;41;10;10;1;12;1;1;"easy";"gmo";"s";20;19;1;1;11;1;198,072;2,33333333333333;0,15236374585968;"neutr";"conc";"0"
"633";389;0,0228977652095363;1;-0,291779584462511;50;50;50;-40;42;-40;41;10;10;1;12;1;1;"easy";"hom";"s";22;10;1;3;1;1;66,004;2,33333333333333;0,15236374585968;"neutr";"neutr";"0"
"634";392;-0,266957307254232;1;0,374887082204156;-20;31;-32;-11;-11;-31;32;19;-11;-10;5;-41;9;"easy";"clim";"s";-11;-13;-42;3;21;0;32,267;4,66666666666667;0,485697079193014;"disc";"disc";"0"
"635";392;-0,266957307254232;1;0,374887082204156;-20;31;-32;-11;-11;-31;32;19;-11;-10;5;-41;9;"easy";"gmo";"s";10;7;-30;1;10;0;36,463;4,66666666666667;0,485697079193014;"disc";"disc";"0"
"636";392;-0,266957307254232;1;0,374887082204156;-20;31;-32;-11;-11;-31;32;19;-11;-10;5;-41;9;"easy";"hom";"ns";11;-10;-40;2;20;1;41,575;4,66666666666667;0,485697079193014;"conc";"neutr";"0"
"637";394;0,124347040571855;1;-0,291779584462511;45;39;25;16;39;24;21;20;17;47;45;13;-5;"easy";"clim";"s";28;33;29;2;27;1;25,385;7;-0,180969587473653;"disc";"disc";"0"
"638";394;0,124347040571855;1;-0,291779584462511;45;39;25;16;39;24;21;20;17;47;45;13;-5;"easy";"gmo";"s";27;41;22;1;26;1;51,049;7;-0,180969587473653;"disc";"disc";"0"
"639";394;0,124347040571855;1;-0,291779584462511;45;39;25;16;39;24;21;20;17;47;45;13;-5;"easy";"hom";"ns";27;32;27;3;25;0;16,114;7;-0,180969587473653;"conc";"neutr";"0"
"640";395;0,414202113035623;1;0,374887082204156;42;47;22;-48;43;20;40;12;-31;-31;41;-33;-30;"easy";"clim";"s";-22;11;-11;3;48;1;78,796;3;0,15236374585968;"disc";"conc";"0"
"641";395;0,414202113035623;1;0,374887082204156;42;47;22;-48;43;20;40;12;-31;-31;41;-33;-30;"easy";"gmo";"s";10;9;11;1;41;0;103,503;3;0,15236374585968;"disc";"conc";"0"
"642";395;0,414202113035623;1;0,374887082204156;42;47;22;-48;43;20;40;12;-31;-31;41;-33;-30;"easy";"hom";"s";-20;1;1;2;45;0;72,95;3;0,15236374585968;"disc";"neutr";"0"
"643";399;0,399709359412435;1;0,374887082204156;-50;-50;-50;1;-49;-50;-50;-8;-49;10;10;1;21;"hard";"clim";"ns";1;1;10;1;50;1;95,017;6,66666666666667;0,0412526347485692;"conc";"conc";"1"
"644";399;0,399709359412435;1;0,374887082204156;-50;-50;-50;1;-49;-50;-50;-8;-49;10;10;1;21;"hard";"gmo";"ns";-50;1;9;3;50;1;56,893;6,66666666666667;0,0412526347485692;"conc";"conc";"1"
"645";399;0,399709359412435;1;0,374887082204156;-50;-50;-50;1;-49;-50;-50;-8;-49;10;10;1;21;"hard";"hom";"ns";-28;1;-50;2;50;0;57,551;6,66666666666667;0,0412526347485692;"conc";"neutr";"1"
"646";400;0,240289069557362;0;0,374887082204156;-10;21;12;-21;11;-19;21;21;-31;50;50;41;-41;"hard";"clim";"s";20;21;32;2;1;0;140,302;6,33333333333333;0,485697079193014;"disc";"disc";"1"
"647";400;0,240289069557362;0;0,374887082204156;-10;21;12;-21;11;-19;21;21;-31;50;50;41;-41;"hard";"gmo";"s";10;10;32;3;9;0;149,578;6,33333333333333;0,485697079193014;"disc";"disc";"1"
"648";400;0,240289069557362;0;0,374887082204156;-10;21;12;-21;11;-19;21;21;-31;50;50;41;-41;"hard";"hom";"s";10;10;31;1;21;1;141,153;6,33333333333333;0,485697079193014;"disc";"neutr";"1"
"649";401;0,269274576803739;1;0,374887082204156;1;12;1;1;-9;-30;30;21;1;-20;31;1;1;"hard";"clim";"ns";21;21;10;2;1;1;217,671;6,33333333333333;0,15236374585968;"conc";"conc";"1"
"650";401;0,269274576803739;1;0,374887082204156;1;12;1;1;-9;-30;30;21;1;-20;31;1;1;"hard";"gmo";"ns";11;11;10;3;1;0;95,972;6,33333333333333;0,15236374585968;"conc";"conc";"1"
"651";401;0,269274576803739;1;0,374887082204156;1;12;1;1;-9;-30;30;21;1;-20;31;1;1;"hard";"hom";"ns";20;20;0;1;0;1;143,966;6,33333333333333;0,15236374585968;"conc";"neutr";"1"
"652";403;0,573622402890696;1;0,0415537488708225;50;50;48;49;50;20;40;17;-9;20;7;-5;46;"easy";"clim";"s";22;12;13;2;45;1;25;7;-0,292080698584764;"neutr";"disc";"0"
"653";403;0,573622402890696;1;0,0415537488708225;50;50;48;49;50;20;40;17;-9;20;7;-5;46;"easy";"gmo";"s";15;23;14;3;23;1;17,42;7;-0,292080698584764;"neutr";"disc";"0"
"654";403;0,573622402890696;1;0,0415537488708225;50;50;48;49;50;20;40;17;-9;20;7;-5;46;"easy";"hom";"s";30;21;-8;1;39;0;24,93;7;-0,292080698584764;"neutr";"neutr";"0"
"655";406;0,196810808687797;0;0,374887082204156;49;49;44;43;50;-31;31;21;21;12;22;12;22;"hard";"clim";"ns";-44;-46;-40;3;48;0;60,597;6,66666666666667;0,374585968081903;"conc";"conc";"1"
"656";406;0,196810808687797;0;0,374887082204156;49;49;44;43;50;-31;31;21;21;12;22;12;22;"hard";"gmo";"ns";-45;-48;-45;2;48;1;50,573;6,66666666666667;0,374585968081903;"conc";"conc";"1"
"657";406;0,196810808687797;0;0,374887082204156;49;49;44;43;50;-31;31;21;21;12;22;12;22;"hard";"hom";"ns";-42;-31;-41;1;47;0;57,117;6,66666666666667;0,374585968081903;"conc";"neutr";"1"
"658";407;0,196810808687797;0;0,0415537488708225;11;16;11;11;14;-4;-17;-8;-6;16;12;15;16;"easy";"clim";"ns";9;12;14;1;15;1;63,083;5,33333333333333;-0,403191809695875;"conc";"conc";"0"
"659";407;0,196810808687797;0;0,0415537488708225;11;16;11;11;14;-4;-17;-8;-6;16;12;15;16;"easy";"gmo";"ns";24;17;18;2;10;0;15,701;5,33333333333333;-0,403191809695875;"conc";"conc";"0"
"660";407;0,196810808687797;0;0,0415537488708225;11;16;11;11;14;-4;-17;-8;-6;16;12;15;16;"easy";"hom";"s";28;19;28;3;29;1;8,767;5,33333333333333;-0,403191809695875;"disc";"neutr";"0"
"661";408;-0,295942814500609;0;-0,291779584462511;38;40;4;2;39;-37;40;2;2;-35;39;2;2;"hard";"clim";"s";2;20;-6;3;28;0;222,754;3;-0,180969587473653;"disc";"conc";"1"
"662";408;-0,295942814500609;0;-0,291779584462511;38;40;4;2;39;-37;40;2;2;-35;39;2;2;"hard";"gmo";"s";23;24;39;1;-23;1;111,686;3;-0,180969587473653;"disc";"conc";"1"
"663";408;-0,295942814500609;0;-0,291779584462511;38;40;4;2;39;-37;40;2;2;-35;39;2;2;"hard";"hom";"ns";-13;24;2;2;10;0;47,497;3;-0,180969587473653;"conc";"neutr";"1"
"664";411;0,0228977652095363;1;-0,291779584462511;45;44;45;-10;31;14;15;18;20;25;21;25;19;"hard";"clim";"s";29;28;29;1;30;1;19,967;6,66666666666667;-0,180969587473653;"disc";"disc";"1"
"665";411;0,0228977652095363;1;-0,291779584462511;45;44;45;-10;31;14;15;18;20;25;21;25;19;"hard";"gmo";"ns";34;33;35;2;35;0;35,546;6,66666666666667;-0,180969587473653;"conc";"conc";"1"
"666";411;0,0228977652095363;1;-0,291779584462511;45;44;45;-10;31;14;15;18;20;25;21;25;19;"hard";"hom";"ns";17;37;30;3;41;1;7,002;6,66666666666667;-0,180969587473653;"conc";"neutr";"1"
