"";"subj.id";"age_s_c";"gender";"educ_s_c";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"prior.climate.act_1";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"condition";"topic";"version";"diff";"eff";"frustr";"order";"percc";"resp";"rt";"ideology";"num_c";"prior.conc";"ideology.conc";"condition.binary"
"1";2;0,182318055064609;0;0,0415537488708225;50;50;50;28;50;10;9;24;32;11;24;2;1;"hard";"clim";"s";-50;-50;-50;2;50;1;27,464;2;-0,403191809695875;"neutr";"conc";"1"
"2";2;0,182318055064609;0;0,0415537488708225;50;50;50;28;50;10;9;24;32;11;24;2;1;"hard";"gmo";"ns";-50;-50;-50;3;50;1;16,488;2;-0,403191809695875;"neutr";"disc";"1"
"3";2;0,182318055064609;0;0,0415537488708225;50;50;50;28;50;10;9;24;32;11;24;2;1;"hard";"hom";"ns";-19;-8;-50;1;50;1;54,036;2;-0,403191809695875;"neutr";"neutr";"1"
"4";4;0,0373905188327247;0;0,0415537488708225;21;21;21;-30;21;-41;31;-10;-45;-50;41;1;-45;"hard";"clim";"ns";-49;-40;-49;1;-47;0;60,948;5,33333333333333;-0,0698584763625419;"conc";"conc";"1"
"5";4;0,0373905188327247;0;0,0415537488708225;21;21;21;-30;21;-41;31;-10;-45;-50;41;1;-45;"hard";"gmo";"ns";-45;-40;-50;3;-47;0;21,006;5,33333333333333;-0,0698584763625419;"conc";"conc";"1"
"6";4;0,0373905188327247;0;0,0415537488708225;21;21;21;-30;21;-41;31;-10;-45;-50;41;1;-45;"hard";"hom";"s";-41;-32;-50;2;-44;0;35,468;5,33333333333333;-0,0698584763625419;"disc";"neutr";"1"
"7";5;0,240289069557362;0;-0,291779584462511;17;-9;14;15;18;-13;31;31;-17;9;-9;12;14;"hard";"clim";"s";29;32;34;2;36;0;38,486;3,66666666666667;-0,180969587473653;"disc";"conc";"1"
"8";5;0,240289069557362;0;-0,291779584462511;17;-9;14;15;18;-13;31;31;-17;9;-9;12;14;"hard";"gmo";"s";34;32;28;1;-16;1;109,745;3,66666666666667;-0,180969587473653;"disc";"conc";"1"
"9";5;0,240289069557362;0;-0,291779584462511;17;-9;14;15;18;-13;31;31;-17;9;-9;12;14;"hard";"hom";"s";29;29;28;3;-25;1;34,902;3,66666666666667;-0,180969587473653;"disc";"neutr";"1"
"10";6;0,109854286948667;1;-0,291779584462511;12;12;18;-20;-5;27;17;17;-26;20;17;-7;-25;"easy";"clim";"ns";15;21;-49;2;14;1;82,282;5;0,263474856970791;"conc";"conc";"0"
"11";6;0,109854286948667;1;-0,291779584462511;12;12;18;-20;-5;27;17;17;-26;20;17;-7;-25;"easy";"gmo";"ns";18;17;-33;1;3;0;88,262;5;0,263474856970791;"conc";"conc";"0"
"12";6;0,109854286948667;1;-0,291779584462511;12;12;18;-20;-5;27;17;17;-26;20;17;-7;-25;"easy";"hom";"ns";22;14;-48;3;14;0;45,8;5;0,263474856970791;"conc";"neutr";"0"
"13";7;0,211303562310986;0;-0,291779584462511;29;43;37;-50;50;10;6;1;-50;1;1;1;-2;"hard";"clim";"s";13;-32;-38;2;26;1;78,414;3,33333333333333;-0,180969587473653;"disc";"conc";"1"
"14";7;0,211303562310986;0;-0,291779584462511;29;43;37;-50;50;10;6;1;-50;1;1;1;-2;"hard";"gmo";"ns";-14;-50;-50;3;36;0;30,037;3,33333333333333;-0,180969587473653;"conc";"disc";"1"
"15";7;0,211303562310986;0;-0,291779584462511;29;43;37;-50;50;10;6;1;-50;1;1;1;-2;"hard";"hom";"ns";-12;22;-28;1;14;1;64,138;3,33333333333333;-0,180969587473653;"conc";"neutr";"1"
"16";8;0,182318055064609;0;-0,291779584462511;-32;-28;-27;-38;10;-12;-8;-9;-11;11;14;14;-40;"easy";"clim";"ns";-9;-10;-8;3;-8;0;78,555;7;-0,292080698584764;"conc";"conc";"0"
"17";8;0,182318055064609;0;-0,291779584462511;-32;-28;-27;-38;10;-12;-8;-9;-11;11;14;14;-40;"easy";"gmo";"s";-11;-10;-10;2;-6;1;56,268;7;-0,292080698584764;"disc";"disc";"0"
"18";8;0,182318055064609;0;-0,291779584462511;-32;-28;-27;-38;10;-12;-8;-9;-11;11;14;14;-40;"easy";"hom";"s";-42;-35;-39;1;-38;0;24,752;7;-0,292080698584764;"disc";"neutr";"0"
"19";9;-0,237971800007855;1;-0,291779584462511;48;50;50;-50;45;-27;34;33;-18;46;36;50;-15;"hard";"clim";"s";-42;-33;23;2;-33;0;12,398;7;-0,292080698584764;"disc";"disc";"1"
"20";9;-0,237971800007855;1;-0,291779584462511;48;50;50;-50;45;-27;34;33;-18;46;36;50;-15;"hard";"gmo";"s";-39;-40;-50;3;24;0;35,401;7;-0,292080698584764;"disc";"disc";"1"
"21";9;-0,237971800007855;1;-0,291779584462511;48;50;50;-50;45;-27;34;33;-18;46;36;50;-15;"hard";"hom";"ns";-26;34;25;1;18;0;29,074;7;-0,292080698584764;"conc";"neutr";"1"
"22";12;0,0953615333254783;1;-0,291779584462511;20;15;2;-5;8;43;39;2;10;3;14;-7;-4;"easy";"clim";"s";11;-8;1;1;-14;0;115,102;4,33333333333333;-0,0698584763625419;"disc";"disc";"0"
"23";12;0,0953615333254783;1;-0,291779584462511;20;15;2;-5;8;43;39;2;10;3;14;-7;-4;"easy";"gmo";"s";2;7;1;2;9;1;79,564;4,33333333333333;-0,0698584763625419;"disc";"disc";"0"
"24";12;0,0953615333254783;1;-0,291779584462511;20;15;2;-5;8;43;39;2;10;3;14;-7;-4;"easy";"hom";"s";36;20;13;3;-19;0;80,701;4,33333333333333;-0,0698584763625419;"disc";"neutr";"0"
"25";14;0,240289069557362;0;-0,291779584462511;20;24;27;25;16;12;18;17;15;29;30;30;27;"hard";"clim";"s";-24;-26;-21;2;50;1;21,836;4,66666666666667;-0,0698584763625419;"disc";"disc";"1"
"26";14;0,240289069557362;0;-0,291779584462511;20;24;27;25;16;12;18;17;15;29;30;30;27;"hard";"gmo";"s";-23;-12;-24;3;50;1;56,187;4,66666666666667;-0,0698584763625419;"disc";"disc";"1"
"27";14;0,240289069557362;0;-0,291779584462511;20;24;27;25;16;12;18;17;15;29;30;30;27;"hard";"hom";"s";-12;16;-19;1;47;0;147,991;4,66666666666667;-0,0698584763625419;"disc";"neutr";"1"
"28";15;0,0663760260791015;0;-0,291779584462511;-34;45;2;-28;-50;4;-10;-8;11;50;50;43;-47;"easy";"clim";"s";12;12;8;3;14;0;114,329;4,66666666666667;0,15236374585968;"disc";"disc";"0"
"29";15;0,0663760260791015;0;-0,291779584462511;-34;45;2;-28;-50;4;-10;-8;11;50;50;43;-47;"easy";"gmo";"s";50;50;50;1;-50;0;189,564;4,66666666666667;0,15236374585968;"disc";"disc";"0"
"30";15;0,0663760260791015;0;-0,291779584462511;-34;45;2;-28;-50;4;-10;-8;11;50;50;43;-47;"easy";"hom";"s";50;50;50;2;-50;0;60,701;4,66666666666667;0,15236374585968;"disc";"neutr";"0"
"31";16;-0,382899336239739;0;0,0415537488708225;27;34;18;25;22;27;34;27;13;20;12;27;24;"hard";"clim";"s";21;20;-19;1;-48;1;61,373;4;-0,180969587473653;"disc";"neutr";"1"
"32";16;-0,382899336239739;0;0,0415537488708225;27;34;18;25;22;27;34;27;13;20;12;27;24;"hard";"gmo";"s";15;14;-50;2;-48;0;29,633;4;-0,180969587473653;"disc";"neutr";"1"
"33";16;-0,382899336239739;0;0,0415537488708225;27;34;18;25;22;27;34;27;13;20;12;27;24;"hard";"hom";"s";14;33;-49;3;-47;1;31,802;4;-0,180969587473653;"disc";"neutr";"1"
"34";17;0,283767330426928;0;-0,625112917795844;20;3;17;2;28;-16;-12;-13;-11;-9;-15;2;18;"hard";"clim";"s";26;19;26;2;2;0;65,901;5;0,15236374585968;"disc";"disc";"1"
"35";17;0,283767330426928;0;-0,625112917795844;20;3;17;2;28;-16;-12;-13;-11;-9;-15;2;18;"hard";"gmo";"ns";-6;3;0;3;21;1;40,601;5;0,15236374585968;"conc";"conc";"1"
"36";17;0,283767330426928;0;-0,625112917795844;20;3;17;2;28;-16;-12;-13;-11;-9;-15;2;18;"hard";"hom";"s";24;18;-5;1;2;1;138,344;5;0,15236374585968;"disc";"neutr";"1"
"37";18;-0,00608774203684054;1;-0,625112917795844;-20;1;-44;21;1;23;20;-29;13;36;19;12;24;"easy";"clim";"s";27;-16;10;3;-22;1;15,97;5;-0,292080698584764;"disc";"disc";"0"
"38";18;-0,00608774203684054;1;-0,625112917795844;-20;1;-44;21;1;23;20;-29;13;36;19;12;24;"easy";"gmo";"ns";20;1;1;2;-10;0;24,334;5;-0,292080698584764;"conc";"conc";"0"
"39";18;-0,00608774203684054;1;-0,625112917795844;-20;1;-44;21;1;23;20;-29;13;36;19;12;24;"easy";"hom";"s";1;11;-10;1;1;0;39,147;5;-0,292080698584764;"disc";"neutr";"0"
"40";19;-0,180000785515101;1;-0,625112917795844;15;33;18;15;9;-50;50;19;22;18;13;11;16;"hard";"clim";"ns";12;20;23;3;24;0;16,501;7;-0,180969587473653;"conc";"conc";"1"
"41";19;-0,180000785515101;1;-0,625112917795844;15;33;18;15;9;-50;50;19;22;18;13;11;16;"hard";"gmo";"ns";28;14;19;1;21;1;76,337;7;-0,180969587473653;"conc";"conc";"1"
"42";19;-0,180000785515101;1;-0,625112917795844;15;33;18;15;9;-50;50;19;22;18;13;11;16;"hard";"hom";"s";20;10;19;2;17;1;84,695;7;-0,180969587473653;"disc";"neutr";"1"
"43";20;-0,339421075370174;1;-0,291779584462511;42;27;9;35;9;-9;30;-11;16;16;-13;-42;38;"hard";"clim";"ns";15;36;11;1;-14;0;145,302;6,66666666666667;0,485697079193014;"conc";"conc";"1"
"44";20;-0,339421075370174;1;-0,291779584462511;42;27;9;35;9;-9;30;-11;16;16;-13;-42;38;"hard";"gmo";"ns";-26;-15;24;3;50;1;112,301;6,66666666666667;0,485697079193014;"conc";"conc";"1"
"45";20;-0,339421075370174;1;-0,291779584462511;42;27;9;35;9;-9;30;-11;16;16;-13;-42;38;"hard";"hom";"ns";-18;-12;-42;2;14;1;125,922;6,66666666666667;0,485697079193014;"conc";"neutr";"1"
"46";21;-0,0785515101527826;1;-0,291779584462511;24;36;49;32;37;-9;15;23;12;29;32;32;33;"easy";"clim";"ns";13;13;11;2;13;0;51,6;5;-0,292080698584764;"conc";"conc";"0"
"47";21;-0,0785515101527826;1;-0,291779584462511;24;36;49;32;37;-9;15;23;12;29;32;32;33;"easy";"gmo";"ns";11;12;12;1;11;1;115,1;5;-0,292080698584764;"conc";"conc";"0"
"48";21;-0,0785515101527826;1;-0,291779584462511;24;36;49;32;37;-9;15;23;12;29;32;32;33;"easy";"hom";"ns";19;19;18;3;18;1;37,683;5;-0,292080698584764;"conc";"neutr";"0"
"49";22;-0,107537017399159;0;-0,291779584462511;50;50;50;23;50;-50;50;50;3;50;50;50;34;"easy";"clim";"ns";28;25;-49;1;50;0;129,599;3;-0,292080698584764;"neutr";"disc";"0"
"50";22;-0,107537017399159;0;-0,291779584462511;50;50;50;23;50;-50;50;50;3;50;50;50;34;"easy";"gmo";"ns";26;25;-50;2;50;0;81,401;3;-0,292080698584764;"neutr";"disc";"0"
"51";22;-0,107537017399159;0;-0,291779584462511;50;50;50;23;50;-50;50;50;3;50;50;50;34;"easy";"hom";"s";4;21;-50;3;50;0;61,993;3;-0,292080698584764;"neutr";"neutr";"0"
"52";23;0,240289069557362;0;0,0415537488708225;26;30;2;22;33;26;33;15;-13;23;15;-40;39;"easy";"clim";"ns";26;33;-4;2;12;0;124,408;3,66666666666667;0,263474856970791;"conc";"disc";"0"
"53";23;0,240289069557362;0;0,0415537488708225;26;30;2;22;33;26;33;15;-13;23;15;-40;39;"easy";"gmo";"ns";15;2;-21;3;12;0;82,579;3,66666666666667;0,263474856970791;"conc";"disc";"0"
"54";23;0,240289069557362;0;0,0415537488708225;26;30;2;22;33;26;33;15;-13;23;15;-40;39;"easy";"hom";"ns";2;13;-15;1;14;0;153,137;3,66666666666667;0,263474856970791;"conc";"neutr";"0"
"55";24;-0,093044263775971;1;0,374887082204156;23;12;13;11;22;11;19;9;13;31;15;11;18;"easy";"clim";"ns";-17;-17;-23;2;20;0;12,608;3,66666666666667;0,0412526347485692;"conc";"disc";"0"
"56";24;-0,093044263775971;1;0,374887082204156;23;12;13;11;22;11;19;9;13;31;15;11;18;"easy";"gmo";"s";-13;-16;-11;3;18;1;19,941;3,66666666666667;0,0412526347485692;"disc";"conc";"0"
"57";24;-0,093044263775971;1;0,374887082204156;23;12;13;11;22;11;19;9;13;31;15;11;18;"easy";"hom";"s";8;5;-25;1;-10;1;16,017;3,66666666666667;0,0412526347485692;"disc";"neutr";"0"
"58";25;-0,107537017399159;0;-0,291779584462511;-50;50;24;-50;28;30;50;21;-50;50;50;50;-50;"hard";"clim";"s";25;48;-11;2;45;1;103,497;6;-0,180969587473653;"disc";"disc";"1"
"59";25;-0,107537017399159;0;-0,291779584462511;-50;50;24;-50;28;30;50;21;-50;50;50;50;-50;"hard";"gmo";"s";-48;26;-50;1;50;0;337,163;6;-0,180969587473653;"disc";"disc";"1"
"60";25;-0,107537017399159;0;-0,291779584462511;-50;50;24;-50;28;30;50;21;-50;50;50;50;-50;"hard";"hom";"s";20;28;13;3;50;0;73,701;6;-0,180969587473653;"disc";"neutr";"1"
"61";26;0,211303562310986;0;0,0415537488708225;3;50;3;46;3;3;50;-50;-50;30;27;3;32;"easy";"clim";"s";3;3;3;3;4;0;126,201;6;0,263474856970791;"disc";"disc";"0"
"62";26;0,211303562310986;0;0,0415537488708225;3;50;3;46;3;3;50;-50;-50;30;27;3;32;"easy";"gmo";"ns";3;3;3;2;50;0;104,815;6;0,263474856970791;"conc";"conc";"0"
"63";26;0,211303562310986;0;0,0415537488708225;3;50;3;46;3;3;50;-50;-50;30;27;3;32;"easy";"hom";"ns";3;3;3;1;50;0;67,513;6;0,263474856970791;"conc";"neutr";"0"
"64";27;-0,0205804956600289;1;-0,291779584462511;40;50;25;-43;50;-20;-16;23;-29;21;39;1;-10;"hard";"clim";"ns";33;22;20;3;-9;1;22,68;4,33333333333333;-0,0698584763625419;"conc";"conc";"1"
"65";27;-0,0205804956600289;1;-0,291779584462511;40;50;25;-43;50;-20;-16;23;-29;21;39;1;-10;"hard";"gmo";"s";40;31;13;1;-18;0;84,982;4,33333333333333;-0,0698584763625419;"disc";"disc";"1"
"66";27;-0,0205804956600289;1;-0,291779584462511;40;50;25;-43;50;-20;-16;23;-29;21;39;1;-10;"hard";"hom";"ns";45;26;21;2;-2;1;92,77;4,33333333333333;-0,0698584763625419;"conc";"neutr";"1"
"67";28;0,124347040571855;0;-0,291779584462511;37;43;33;-47;40;14;14;22;-18;42;42;30;-44;"hard";"clim";"ns";-26;9;-34;1;-36;0;140,901;6;-0,292080698584764;"conc";"conc";"1"
"68";28;0,124347040571855;0;-0,291779584462511;37;43;33;-47;40;14;14;22;-18;42;42;30;-44;"hard";"gmo";"ns";-22;21;-36;3;18;0;59,708;6;-0,292080698584764;"conc";"conc";"1"
"69";28;0,124347040571855;0;-0,291779584462511;37;43;33;-47;40;14;14;22;-18;42;42;30;-44;"hard";"hom";"s";-32;-23;-30;2;16;0;79,201;6;-0,292080698584764;"disc";"neutr";"1"
"70";30;0,0518832724559131;1;-0,291779584462511;25;44;44;-50;50;13;43;20;-44;50;50;50;-50;"hard";"clim";"s";-50;42;39;3;47;1;20,359;5;-0,0698584763625419;"disc";"disc";"1"
"71";30;0,0518832724559131;1;-0,291779584462511;25;44;44;-50;50;13;43;20;-44;50;50;50;-50;"hard";"gmo";"s";45;45;48;2;42;1;33,493;5;-0,0698584763625419;"disc";"disc";"1"
"72";30;0,0518832724559131;1;-0,291779584462511;25;44;44;-50;50;13;43;20;-44;50;50;50;-50;"hard";"hom";"ns";-40;-42;-46;1;38;1;42,934;5;-0,0698584763625419;"conc";"neutr";"1"
"73";31;0,138839794195043;1;0,374887082204156;41;40;18;37;36;22;30;-30;30;11;22;-50;31;"easy";"clim";"ns";25;30;-13;3;22;1;106,073;2,66666666666667;0,374585968081903;"conc";"disc";"0"
"74";31;0,138839794195043;1;0,374887082204156;41;40;18;37;36;22;30;-30;30;11;22;-50;31;"easy";"gmo";"ns";29;30;-16;2;20;1;111,603;2,66666666666667;0,374585968081903;"conc";"disc";"0"
"75";31;0,138839794195043;1;0,374887082204156;41;40;18;37;36;22;30;-30;30;11;22;-50;31;"easy";"hom";"ns";30;21;-21;1;21;1;60,097;2,66666666666667;0,374585968081903;"conc";"neutr";"0"
"76";32;-0,252464553631043;0;-0,625112917795844;23;37;34;-10;50;-40;45;43;-38;36;40;30;-10;"hard";"clim";"s";16;33;-40;1;18;1;92,902;4;-0,180969587473653;"disc";"neutr";"1"
"77";32;-0,252464553631043;0;-0,625112917795844;23;37;34;-10;50;-40;45;43;-38;36;40;30;-10;"hard";"gmo";"ns";-21;-8;-46;3;33;1;55,501;4;-0,180969587473653;"conc";"neutr";"1"
"78";32;-0,252464553631043;0;-0,625112917795844;23;37;34;-10;50;-40;45;43;-38;36;40;30;-10;"hard";"hom";"ns";-8;13;-47;2;28;1;57,279;4;-0,180969587473653;"conc";"neutr";"1"
"79";33;0,312752837673304;0;0,374887082204156;50;50;50;-45;50;12;50;50;-50;50;50;50;-50;"easy";"clim";"ns";-47;-46;-44;3;50;0;16,401;5;-0,292080698584764;"neutr";"conc";"0"
"80";33;0,312752837673304;0;0,374887082204156;50;50;50;-45;50;12;50;50;-50;50;50;50;-50;"easy";"gmo";"ns";-47;-48;-46;1;49;0;69,742;5;-0,292080698584764;"neutr";"conc";"0"
"81";33;0,312752837673304;0;0,374887082204156;50;50;50;-45;50;12;50;50;-50;50;50;50;-50;"easy";"hom";"s";-46;-48;-48;2;49;0;23,604;5;-0,292080698584764;"neutr";"neutr";"0"
"82";36;0,370723852166058;0;0,374887082204156;50;50;50;50;50;-50;50;31;32;50;50;42;42;"easy";"clim";"s";-50;-50;-50;3;50;0;73,496;3;-0,0698584763625419;"neutr";"conc";"0"
"83";36;0,370723852166058;0;0,374887082204156;50;50;50;50;50;-50;50;31;32;50;50;42;42;"easy";"gmo";"s";-50;-30;42;1;50;1;154,443;3;-0,0698584763625419;"neutr";"conc";"0"
"84";36;0,370723852166058;0;0,374887082204156;50;50;50;50;50;-50;50;31;32;50;50;42;42;"easy";"hom";"ns";-50;-50;-50;2;50;0;118,593;3;-0,0698584763625419;"neutr";"neutr";"0"
"85";37;-0,136522524645536;1;0,374887082204156;19;41;42;-50;15;16;25;10;-50;16;41;-20;-40;"hard";"clim";"s";11;5;-41;3;42;0;66,509;2,66666666666667;0,0412526347485692;"disc";"conc";"1"
"86";37;-0,136522524645536;1;0,374887082204156;19;41;42;-50;15;16;25;10;-50;16;41;-20;-40;"hard";"gmo";"s";-9;10;-50;1;35;1;85,999;2,66666666666667;0,0412526347485692;"disc";"conc";"1"
"87";37;-0,136522524645536;1;0,374887082204156;19;41;42;-50;15;16;25;10;-50;16;41;-20;-40;"hard";"hom";"s";10;22;-40;2;27;1;98,626;2,66666666666667;0,0412526347485692;"disc";"neutr";"1"
"88";39;-0,0785515101527826;0;-0,291779584462511;11;1;22;31;-50;22;12;21;35;25;21;-48;13;"hard";"clim";"ns";-21;-31;-18;1;-18;0;70,951;4;-0,403191809695875;"conc";"neutr";"1"
"89";39;-0,0785515101527826;0;-0,291779584462511;11;1;22;31;-50;22;12;21;35;25;21;-48;13;"hard";"gmo";"ns";-10;-22;-17;3;-5;1;100,148;4;-0,403191809695875;"conc";"neutr";"1"
"90";39;-0,0785515101527826;0;-0,291779584462511;11;1;22;31;-50;22;12;21;35;25;21;-48;13;"hard";"hom";"ns";-20;-6;24;2;-9;1;53,8;4;-0,403191809695875;"conc";"neutr";"1"
"91";40;0,0663760260791015;1;0,0415537488708225;50;50;50;-50;50;2;24;50;-50;30;33;50;-50;"easy";"clim";"ns";-50;-50;-50;2;50;0;73,192;2,66666666666667;-0,0698584763625419;"neutr";"disc";"0"
"92";40;0,0663760260791015;1;0,0415537488708225;50;50;50;-50;50;2;24;50;-50;30;33;50;-50;"easy";"gmo";"s";-50;-50;-50;3;45;1;47,916;2,66666666666667;-0,0698584763625419;"neutr";"conc";"0"
"93";40;0,0663760260791015;1;0,0415537488708225;50;50;50;-50;50;2;24;50;-50;30;33;50;-50;"easy";"hom";"ns";-50;-33;-50;1;50;0;98,469;2,66666666666667;-0,0698584763625419;"neutr";"neutr";"0"
"94";42;0,225796315934174;0;0,374887082204156;50;50;20;11;50;26;-25;-36;42;-41;10;-50;-30;"hard";"clim";"ns";41;50;41;2;-50;1;207,732;2,66666666666667;0,374585968081903;"neutr";"disc";"1"
"95";42;0,225796315934174;0;0,374887082204156;50;50;20;11;50;26;-25;-36;42;-41;10;-50;-30;"hard";"gmo";"s";-41;16;-15;1;41;1;136,338;2,66666666666667;0,374585968081903;"neutr";"conc";"1"
"96";42;0,225796315934174;0;0,374887082204156;50;50;20;11;50;26;-25;-36;42;-41;10;-50;-30;"hard";"hom";"s";36;42;25;3;-36;1;99,876;2,66666666666667;0,374585968081903;"neutr";"neutr";"1"
"97";43;0,269274576803739;1;0,0415537488708225;33;43;41;-20;39;-42;46;21;-37;33;47;22;-38;"easy";"clim";"ns";-50;-43;-10;3;50;0;20,785;4,66666666666667;-0,292080698584764;"conc";"conc";"0"
"98";43;0,269274576803739;1;0,0415537488708225;33;43;41;-20;39;-42;46;21;-37;33;47;22;-38;"easy";"gmo";"ns";-50;-50;30;2;50;0;24,757;4,66666666666667;-0,292080698584764;"conc";"conc";"0"
"99";43;0,269274576803739;1;0,0415537488708225;33;43;41;-20;39;-42;46;21;-37;33;47;22;-38;"easy";"hom";"s";-50;-41;-8;1;42;0;49,744;4,66666666666667;-0,292080698584764;"disc";"neutr";"0"
"100";44;0,0663760260791015;1;0,374887082204156;29;21;22;10;31;11;-21;10;21;-19;12;-10;-11;"easy";"clim";"s";33;23;-50;1;24;1;106,012;3;0,263474856970791;"disc";"conc";"0"
"101";44;0,0663760260791015;1;0,374887082204156;29;21;22;10;31;11;-21;10;21;-19;12;-10;-11;"easy";"gmo";"s";21;32;-50;2;32;1;68,898;3;0,263474856970791;"disc";"conc";"0"
"102";44;0,0663760260791015;1;0,374887082204156;29;21;22;10;31;11;-21;10;21;-19;12;-10;-11;"easy";"hom";"ns";24;32;-50;3;21;1;75,548;3;0,263474856970791;"conc";"neutr";"0"
"103";45;0,283767330426928;0;-0,291779584462511;-14;29;20;30;30;-16;28;38;31;41;39;30;11;"easy";"clim";"ns";25;24;27;2;26;0;118,8;4,66666666666667;-0,403191809695875;"conc";"conc";"0"
"104";45;0,283767330426928;0;-0,291779584462511;-14;29;20;30;30;-16;28;38;31;41;39;30;11;"easy";"gmo";"s";29;23;29;3;29;0;55,876;4,66666666666667;-0,403191809695875;"disc";"disc";"0"
"105";45;0,283767330426928;0;-0,291779584462511;-14;29;20;30;30;-16;28;38;31;41;39;30;11;"easy";"hom";"ns";14;12;24;1;25;1;130,507;4,66666666666667;-0,403191809695875;"conc";"neutr";"0"
"106";47;0,298260084050116;0;0,374887082204156;50;50;50;-50;50;50;50;1;-50;-50;50;1;-50;"easy";"clim";"ns";-50;-50;-50;2;50;0;436,638;2,33333333333333;0,374585968081903;"neutr";"disc";"0"
"107";47;0,298260084050116;0;0,374887082204156;50;50;50;-50;50;50;50;1;-50;-50;50;1;-50;"easy";"gmo";"s";-50;-50;-50;3;50;1;226,728;2,33333333333333;0,374585968081903;"neutr";"conc";"0"
"108";47;0,298260084050116;0;0,374887082204156;50;50;50;-50;50;50;50;1;-50;-50;50;1;-50;"easy";"hom";"ns";-50;-49;-50;1;50;1;422,494;2,33333333333333;0,374585968081903;"neutr";"neutr";"0"
"109";48;0,0518832724559131;1;-0,291779584462511;18;19;28;-37;41;1;7;-9;-16;29;29;21;-3;"hard";"clim";"s";-34;-15;-50;3;48;1;14,745;6,33333333333333;-0,180969587473653;"disc";"disc";"1"
"110";48;0,0518832724559131;1;-0,291779584462511;18;19;28;-37;41;1;7;-9;-16;29;29;21;-3;"hard";"gmo";"s";-8;-14;1;1;32;1;66,902;6,33333333333333;-0,180969587473653;"disc";"disc";"1"
"111";48;0,0518832724559131;1;-0,291779584462511;18;19;28;-37;41;1;7;-9;-16;29;29;21;-3;"hard";"hom";"ns";-31;-26;-50;2;50;1;22,442;6,33333333333333;-0,180969587473653;"conc";"neutr";"1"
"112";50;-0,237971800007855;0;0,0415537488708225;37;21;26;17;39;-15;21;21;-25;22;21;9;-29;"hard";"clim";"s";34;48;35;2;-49;0;147,056;4;-0,292080698584764;"disc";"neutr";"1"
"113";50;-0,237971800007855;0;0,0415537488708225;37;21;26;17;39;-15;21;21;-25;22;21;9;-29;"hard";"gmo";"ns";26;31;26;3;-41;0;68,896;4;-0,292080698584764;"conc";"neutr";"1"
"114";50;-0,237971800007855;0;0,0415537488708225;37;21;26;17;39;-15;21;21;-25;22;21;9;-29;"hard";"hom";"s";11;25;37;1;-4;0;57,773;4;-0,292080698584764;"disc";"neutr";"1"
"115";55;-0,0785515101527826;1;-0,291779584462511;31;32;21;-42;21;11;12;12;-20;13;19;20;-10;"hard";"clim";"s";-20;21;-19;1;22;1;69,071;3,66666666666667;0,0412526347485692;"disc";"conc";"1"
"116";55;-0,0785515101527826;1;-0,291779584462511;31;32;21;-42;21;11;12;12;-20;13;19;20;-10;"hard";"gmo";"s";30;29;22;2;-20;0;49,565;3,66666666666667;0,0412526347485692;"disc";"conc";"1"
"117";55;-0,0785515101527826;1;-0,291779584462511;31;32;21;-42;21;11;12;12;-20;13;19;20;-10;"hard";"hom";"ns";13;21;13;3;-12;0;25,001;3,66666666666667;0,0412526347485692;"conc";"neutr";"1"
"118";57;0,196810808687797;0;0,374887082204156;50;50;50;-50;50;-50;50;50;-50;11;50;10;-50;"easy";"clim";"ns";-50;10;-50;3;11;0;57,518;3;0,0412526347485692;"neutr";"disc";"0"
"119";57;0,196810808687797;0;0,374887082204156;50;50;50;-50;50;-50;50;50;-50;11;50;10;-50;"easy";"gmo";"ns";-49;11;-50;1;50;0;54,139;3;0,0412526347485692;"neutr";"disc";"0"
"120";57;0,196810808687797;0;0,374887082204156;50;50;50;-50;50;-50;50;50;-50;11;50;10;-50;"easy";"hom";"s";-50;10;-50;2;50;0;56,14;3;0,0412526347485692;"neutr";"neutr";"0"
"121";58;-0,266957307254232;1;0,374887082204156;-47;50;36;-29;-43;-47;50;36;-38;36;36;12;15;"easy";"clim";"ns";16;23;-37;1;40;1;203,601;4,33333333333333;0,374585968081903;"conc";"conc";"0"
"122";58;-0,266957307254232;1;0,374887082204156;-47;50;36;-29;-43;-47;50;36;-38;36;36;12;15;"easy";"gmo";"s";13;14;-48;2;50;1;144,768;4,33333333333333;0,374585968081903;"disc";"disc";"0"
"123";58;-0,266957307254232;1;0,374887082204156;-47;50;36;-29;-43;-47;50;36;-38;36;36;12;15;"easy";"hom";"s";21;11;-42;3;50;1;224,901;4,33333333333333;0,374585968081903;"disc";"neutr";"0"
"124";59;0,269274576803739;0;-0,291779584462511;30;31;38;50;27;22;10;26;28;30;35;25;24;"easy";"clim";"s";38;44;44;3;-45;1;67,214;7;-0,0698584763625419;"disc";"disc";"0"
"125";59;0,269274576803739;0;-0,291779584462511;30;31;38;50;27;22;10;26;28;30;35;25;24;"easy";"gmo";"ns";13;26;14;1;-19;0;49,001;7;-0,0698584763625419;"conc";"conc";"0"
